,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1275028,Toward Intrinsic Graphene Surfaces: A Systematic Study on Thermal Annealing and Wet-Chemical Treatment of SiO2-Supported Graphene Devices,2011,Zengguang Cheng and Qiaoyu Zhou and Chenxuan Wang and Qiang Li and Chen Wang and Ying Fang,11,Nano letters,2,767-771,American Chemical Society,,True,pJ6oB1UAAAAJ:pd13xYLNQIYC,558,,3693859394806986095,/scholar?cites=3693859394806986095,,,,0,0,0
1275029,Selective enhancement filters for nodules. vessels. and airway walls in two‐and three‐dimensional CT scans,2003,Qiang Li and Shusuke Sone and Kunio Doi,30,Medical physics,8,2040-2051,American Association of Physicists in Medicine,,True,pJ6oB1UAAAAJ:NPXGMAJaBc0C,504,,15400567975982664245,/scholar?cites=15400567975982664245,,,,0,0,0
1275030,Ultralight multiwalled carbon nanotube aerogel,2010,Jianhua Zou and Jianhua Liu and Ajay Singh Karakoti and Amit Kumar and Daeha Joung and Qiang Li and Saiful I Khondaker and Sudipta Seal and Lei Zhai,4,ACS nano,12,7293-7302,American Chemical Society,,True,pJ6oB1UAAAAJ:veuxFd29oYUC,460,,6739687542389341165,/scholar?cites=6739687542389341165,,,,0,0,0
1275031,Graphene and nanowire transistors for cellular interfaces and electrical recording,2010,Tzahi Cohen-Karni and Quan Qing and Qiang Li and Ying Fang and Charles M Lieber,10,Nano letters,3,1098-1102,American Chemical Society,,True,pJ6oB1UAAAAJ:l8HPBemuozgC,437,,185533245609064528,/scholar?cites=185533245609064528,,,,0,0,0
1275032,Wireless power transfer within a circuit breaker,2012,Andrew J Campanella and Qiang Li and Morris P Kesler and Katherine L Hall and Aristeidis Karalis and Konrad Kulikowski and Andre B Kurs and Marin Soljacic and Eric R Giler,,,,,,,True,pJ6oB1UAAAAJ:Vc_znlpJgV8C,414,,12323117645256196799,/scholar?cites=12323117645256196799,,,,0,0,0
1275033,Wireless transmission of solar generated power,2012,Andrew J Capanella and Ron Fiorello and Katherine L Hall and Aristeidis Karalis and Morris P Kesler and Konrad Kulikowski and Andre B Kurs and Qiang Li and Marin Soljacic and Eric R Giler and David Schatz,,,,,,,True,pJ6oB1UAAAAJ:a3sPKL9GjzYC,397,,7309991102632920390,/scholar?cites=7309991102632920390,,,,0,0,0
1275034,Improving enzymatic hydrolysis of wheat straw using ionic liquid 1-ethyl-3-methyl imidazolium diethyl phosphate pretreatment,2009,Qiang Li and Yu-Cai He and Mo Xian and Gao Jun and Xin Xu and Jian-Ming Yang and Liang-Zhi Li,100,Bioresource technology,14,3570-3575,Elsevier,,True,pJ6oB1UAAAAJ:gGo9PeUW_JsC,392,,1751390324309648818,/scholar?cites=1751390324309648818,,,,0,0,0
1275035,Wireless energy transfer systems,2013,Morris P Kesler and Aristeidis Karalis and Andre B Kurs and Andrew J Campanella and Ron Fiorello and Qiang Li and Konrad Kulikowski and Eric R Giler and Frank J Pergal and David A Schatz and Katherine L Hall and Marin Soljacic,,,,,,,True,pJ6oB1UAAAAJ:XZpvIhjRgrsC,391,,3016806033753945784,/scholar?cites=3016806033753945784,,,,0,0,0
1275036,Prevalence of mental disorders in China: a cross-sectional epidemiological study,2019,Yueqin Huang and YU Wang and Hong Wang and Zhaorui Liu and Xin Yu and Jie Yan and Yaqin Yu and Changgui Kou and Xiufeng Xu and Jin Lu and Zhizhong Wang and Shulan He and Yifeng Xu and Yanling He and Tao Li and Wanjun Guo and Hongjun Tian and Guangming Xu and Xiangdong Xu and Yanjuan Ma and Linhong Wang and Limin Wang and Yongping Yan and Bo Wang and Shuiyuan Xiao and Liang Zhou and Lingjiang Li and Liwen Tan and Tingting Zhang and Chao Ma and Qiang Li and Hua Ding and Hongchun Geng and Fujun Jia and Jianfei Shi and Shiliang Wang and Ning Zhang and Xinbai Du and Xiangdong Du and Yue Wu,6,The Lancet Psychiatry,3,211-224,Elsevier,,True,pJ6oB1UAAAAJ:-tmR84mPQEwC,376,,7778247823886049328,/scholar?cites=7778247823886049328,,,,0,0,0
1275037,Plateaus observed in the field profile of thermal conductivity in the superconductor Bi2Sr2CaCu2O8,1997,K Krishana and NP Ong and Q Li and GD Gu and N Koshizuka,277,Science,5322,83-85,American Association for the Advancement of Science,,True,pJ6oB1UAAAAJ:dDWX_BJh2WwC,333,,2762540584053832685,/scholar?cites=2762540584053832685,,,,0,0,0
1275038,Suspended graphene sensors with improved signal and reduced noise,2010,Zengguang Cheng and Qiang Li and Zhongjun Li and Qiaoyu Zhou and Ying Fang,10,Nano letters,5,1864-1868,American Chemical Society,,True,pJ6oB1UAAAAJ:ubdS_u6ZWmMC,318,,14262297995815868142,/scholar?cites=14262297995815868142,,,,0,0,0
1275039,Jet energy measurement and its systematic uncertainty in proton–proton collisions at√ s= 7TeV with the ATLAS detector,2015,Melissa Franklin and John Huth and L Jeanty and D Lopez Mateos and Kevin Mercurio and Masahiro Morii and William Spearman and Andy Yen and G Zevi Della Porta,,The European Physical Journal C,,,Springer Nature,,True,cWU96qkAAAAJ:noJvBAPgP0YC,2592,,6727422993564776635,/scholar?cites=6727422993564776635,,,,0,0,0
1275040,Local gabor binary pattern histogram sequence (lgbphs): A novel non-statistical model for face representation and recognition,2005,Wenchao Zhang and Shiguang Shan and Wen Gao and Xilin Chen and Hongming Zhang,1,,,786-791,IEEE,,True,cWU96qkAAAAJ:u5HHmVD_uO8C,1315,,16367867274177820987,/scholar?cites=16367867274177820987,,,,0,0,0
1275041,Design and construction of the BESIII detector,2010,Medina Ablikim and ZH An and JZ Bai and Niklaus Berger and JM Bian and X Cai and GF Cao and XX Cao and JF Chang and C Chen and G Chen and HC Chen and HX Chen and J Chen and JC Chen and LP Chen and P Chen and XH Chen and YB Chen and ML Chen and YP Chu and XZ Cui and HL Dai and ZY Deng and MY Dong and SX Du and ZZ Du and J Fang and CD Fu and CS Gao and MY Gong and WX Gong and SD Gu and BJ Guan and J Guan and YN Guo and JF Han and KL He and M He and X He and YK Heng and ZL Hou and HM Hu and T Hu and B Huang and J Huang and SK Huang and YP Huang and Q Ji and XB Ji and XL Ji and LK Jia and LL Jiang and XS Jiang and DP Jin and S Jin and Y Jin and YF Lai and GK Lei and F Li and G Li and HB Li and HS Li and J Li and JC Li and QJ Li and L Li and RB Li and RY Li and WD Li and WG Li and XN Li and XP Li and XR Li and YR Li and W Li and DX Lin and BJ Liu and CX Liu and F Liu and GM Liu and H Liu and HM Liu and HW Liu and JB Liu and LF Liu and Q Liu and QG Liu and SD Liu and WJ Liu and X Liu and XZ Liu and Y Liu and YJ Liu and ZA Liu and ZQ Liu and ZX Liu and JG Lu and T Lu and YP Lu and XL Luo and HL Ma and QM Ma and X Ma and XY Ma and ZP Mao and J Min and XH Mo and J Nie and ZD Nie and RG Ping and S Qian and Q Qiao and G Qin and ZH Qin and JF Qiu and RG Liu and ZY Ren and G Rong and L Shang and DL Shen and XY Shen and HY Sheng and YF Shi and LW Song and WY Song and DH Sun and GX Sun and HS Sun and LJ Sun and SS Sun and XD Sun and YZ Sun and ZJ Sun and JP Tan and SQ Tang and X Tang and N Tao and HL Tian and YR Tian and X Wan and DY Wang and JK Wang and JZ Wang and K Wang and KX Wang and L Wang and LJ Wang and LS Wang and M Wang,614,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",3,345-399,North-Holland,,True,cWU96qkAAAAJ:CUa0UMr99BoC,1282,,12175384583648543202,/scholar?cites=12175384583648543202,,,,0,0,0
1275042,Evidence from  Measurements for Final-State Suppression of High- Hadrons in  Collisions at RHIC,2003,John Adams and C Adler and MM Aggarwal and Z Ahammed and J Amonett and BD Anderson and M Anderson and D Arkhipkin and GS Averichev and SK Badyal and J Balewski and O Barannikova and LS Barnby and J Baudot and S Bekele and VV Belaga and R Bellwied and J Berger and BI Bezverkhny and S Bhardwaj and P Bhaskar and AK Bhati and H Bichsel and A Billmeier and LC Bland and CO Blyth and BE Bonner and M Botje and A Boucham and A Brandin and A Bravar and RV Cadman and XZ Cai and H Caines and M Calderón de la Barca Sánchez and J Carroll and J Castillo and M Castro and D Cebra and P Chaloupka and S Chattopadhyay and HF Chen and Y Chen and SP Chernenko and M Cherney and A Chikanian and B Choi and W Christie and JP Coffin and TM Cormier and JG Cramer and HJ Crawford and D Das and S Das and AA Derevschikov and L Didenko and T Dietel and X Dong and JE Draper and F Du and AK Dubey and VB Dunin and JC Dunlop and MR Dutta Majumdar and V Eckardt and LG Efimov and V Emelianov and J Engelage and G Eppley and B Erazmus and P Fachini and V Faine and J Faivre and R Fatemi and K Filimonov and P Filip and E Finch and Y Fisyak and D Flierl and KJ Foley and J Fu and CA Gagliardi and MS Ganti and N Gagunashvili and J Gans and L Gaudichet and M Germain and F Geurts and V Ghazikhanian and P Ghosh and JE Gonzalez and O Grachov and V Grigoriev and S Gronstal and D Grosnick and M Guedon and SM Guertin and Anupam Gupta and E Gushin and TD Gutierrez and TJ Hallman and D Hardtke and JW Harris and M Heinz and TW Henry and S Heppelmann and T Herston and B Hippolyte and A Hirsch and E Hjort and GW Hoffmann and M Horsley and HZ Huang and SL Huang and TJ Humanic and G Igo and A Ishihara and P Jacobs and WW Jacobs and M Janik and I Johnson and PG Jones and EG Judd and S Kabana and M Kaneta and M Kaplan and D Keane and J Kiryluk and A Kisiel and J Klay and SR Klein and A Klyachko and DD Koetke and T Kollegger and AS Konstantinov and M Kopytine and L Kotchenda and AD Kovalenko and M Kramer and P Kravtsov and K Krueger and C Kuhn and AI Kulikov and A Kumar and GJ Kunde and CL Kunz and R Kh Kutuev and AA Kuznetsov and MAC Lamont and JM Landgraf,91,Physical Review Letters,7,072304,American Physical Society,,True,cWU96qkAAAAJ:zl-nTW-_jeEC,1044,,2659652705887469097,/scholar?cites=2659652705887469097,,,,0,0,0
1275043,Transverse-Momentum and Collision-Energy Dependence of High- Hadron Suppression in  Collisions at Ultrarelativistic Energies,2003,John Adams and C Adler and MM Aggarwal and Z Ahammed and J Amonett and BD Anderson and M Anderson and D Arkhipkin and GS Averichev and SK Badyal and J Balewski and O Barannikova and LS Barnby and J Baudot and S Bekele and VV Belaga and R Bellwied and J Berger and BI Bezverkhny and S Bhardwaj and P Bhaskar and AK Bhati and H Bichsel and A Billmeier and LC Bland and CO Blyth and BE Bonner and M Botje and A Boucham and A Brandin and A Bravar and RV Cadman and XZ Cai and H Caines and M Calderón de la Barca Sánchez and J Carroll and J Castillo and M Castro and D Cebra and P Chaloupka and S Chattopadhyay and HF Chen and Y Chen and SP Chernenko and M Cherney and A Chikanian and B Choi and W Christie and JP Coffin and TM Cormier and JG Cramer and HJ Crawford and D Das and S Das and AA Derevschikov and L Didenko and T Dietel and X Dong and JE Draper and KA Drees and F Du and AK Dubey and VB Dunin and JC Dunlop and MR Dutta Majumdar and V Eckardt and LG Efimov and V Emelianov and J Engelage and G Eppley and B Erazmus and P Fachini and V Faine and J Faivre and R Fatemi and K Filimonov and P Filip and E Finch and Y Fisyak and D Flierl and KJ Foley and J Fu and CA Gagliardi and MS Ganti and N Gagunashvili and J Gans and L Gaudichet and Marie Germain and F Geurts and V Ghazikhanian and P Ghosh and JE Gonzalez and O Grachov and V Grigoriev and S Gronstal and D Grosnick and M Guedon and SM Guertin and Anupam Gupta and E Gushin and TD Gutierrez and TJ Hallman and D Hardtke and JW Harris and M Heinz and TW Henry and S Heppelmann and T Herston and B Hippolyte and A Hirsch and E Hjort and GW Hoffmann and M Horsley and HZ Huang and SL Huang and TJ Humanic and G Igo and A Ishihara and P Jacobs and WW Jacobs and M Janik and I Johnson and PG Jones and EG Judd and S Kabana and M Kaneta and M Kaplan and D Keane and J Kiryluk and A Kisiel and J Klay and SR Klein and A Klyachko and T Kollegger and AS Konstantinov and M Kopytine and L Kotchenda and AD Kovalenko and M Kramer and P Kravtsov and K Krueger and C Kuhn and AI Kulikov and A Kumar and GJ Kunde and CL Kunz and R Kh Kutuev and AA Kuznetsov and MAC Lamont and JM Landgraf,91,Physical review letters,17,172302,American Physical Society,,True,cWU96qkAAAAJ:z8CHdd96DfkC,1000,,17393779935010096694,/scholar?cites=17393779935010096694,,,,0,0,0
1275044,Observation of a charged charmoniumlike structure in e+ e−→ π+ π− J/ψ at√ s= 4. 2 6 GeV,2013,M Ablikim,110,Phys. Rev. Lett,,252001,,,True,cWU96qkAAAAJ:J8jFgkKsDJEC,992,,5121757873355444538,/scholar?cites=5121757873355444538,,,,0,0,0
1275045,Neutrino physics with JUNO,2016,Fengpeng An and Guangpeng An and Qi An and Vito Antonelli and Eric Baussan and John Beacom and Leonid Bezrukov and Simon Blyth and Riccardo Brugnera and Margherita Buizza Avanzini and Jose Busto and Anatael Cabrera and Hao Cai and Xiao Cai and Antonio Cammi and Guofu Cao and Jun Cao and Yun Chang and Shaomin Chen and Shenjian Chen and Yixue Chen and Davide Chiesa and Massimiliano Clemenza and Barbara Clerbaux and Janet Conrad and Davide D’Angelo and Herve De Kerret and Zhi Deng and Ziyan Deng and Yayun Ding and Zelimir Djurcic and Damien Dornic and Marcos Dracos and Olivier Drapier and Stefano Dusini and Stephen Dye and Timo Enqvist and Donghua Fan and Jian Fang and Laurent Favart and Richard Ford and Marianne Goeger-Neff and Haonan Gan and Alberto Garfagnini and Marco Giammarchi and Maxim Gonchar and Guanghua Gong and Hui Gong and Michel Gonin and Marco Grassi and Christian Grewing and Mengyun Guan and Vic Guarino and Gang Guo and Wanlei Guo and Xin-Heng Guo and Caren Hagner and Ran Han and Miao He and Yuekun Heng and Yee Hsiung and Jun Hu and Shouyang Hu and Tao Hu and Hanxiong Huang and Xingtao Huang and Lei Huo and Ara Ioannisian and Manfred Jeitler and Xiangdong Ji and Xiaoshan Jiang and Cecile Jollet and Li Kang and Michael Karagounis and Narine Kazarian and Zinovy Krumshteyn and Andre Kruth and Pasi Kuusiniemi and Tobias Lachenmaier and Rupert Leitner and Chao Li and Jiaxing Li and Weidong Li and Weiguo Li and Xiaomei Li and Xiaonan Li and Yi Li and Yufeng Li and Zhi-Bing Li and Hao Liang and Guey-Lin Lin and Tao Lin and Yen-Hsun Lin and Jiajie Ling and Ivano Lippi and Dawei Liu and Hongbang Liu and Hu Liu and Jianglai Liu and Jianli Liu and Jinchang Liu and Qian Liu and Shubin Liu and Shulin Liu and Paolo Lombardi and Yongbing Long and Haoqi Lu and Jiashu Lu and Jingbin Lu and Junguang Lu and Bayarto Lubsandorzhiev and Livia Ludhova and Shu Luo and Vladimir Lyashuk and Randolph Moellenberg and Xubo Ma and Fabio Mantovani and Yajun Mao and Stefano M Mari and William F McDonough and Guang Meng and Anselmo Meregaglia and Emanuela Meroni and Mauro Mezzetto and Lino Miramonti and Thomas Mueller and Dmitry Naumov and Lothar Oberauer and Juan Pedro Ochoa-Ricoux and Alexander Olshevskiy and Fausto Ortica and Alessandro Paoloni and Haiping Peng and Jen-Chieh Peng and Ezio Previtali and Ming Qi and Sen Qian and Xin Qian and Yongzhong Qian and Zhonghua Qin and Georg Raffelt and Gioacchino Ranucci and Barbara Ricci and Markus Robens and Aldo Romani and Xiangdong Ruan and Xichao Ruan and Giuseppe Salamanna and Mike Shaevitz and Valery Sinev,43,Journal of Physics G: Nuclear and Particle Physics,3,030401,IOP Publishing,,True,cWU96qkAAAAJ:gjFswcl-TRQC,817,,12700592145409770742,/scholar?cites=12700592145409770742,,,,0,0,0
1275046,Identified Particle Distributions in  and  Collisions at ,2004,John Adams and C Adler and MM Aggarwal and Z Ahammed and J Amonett and BD Anderson and M Anderson and D Arkhipkin and GS Averichev and SK Badyal and J Balewski and O Barannikova and LS Barnby and J Baudot and S Bekele and VV Belaga and R Bellwied and J Berger and BI Bezverkhny and S Bhardwaj and P Bhaskar and AK Bhati and H Bichsel and A Billmeier and LC Bland and CO Blyth and BE Bonner and M Botje and A Boucham and A Brandin and A Bravar and RV Cadman and XZ Cai and H Caines and M Calderon de la Barca Sanchez and J Carroll and J Castillo and M Castro and D Cebra and P Chaloupka and S Chattopadhyay and HF Chen and Y Chen and SP Chernenko and M Cherney and A Chikanian and B Choi and W Christie and JP Coffin and TM Cormier and JG Cramer and HJ Crawford and D Das and S Das and AA Derevschikov and L Didenko and T Dietel and X Dong and JE Draper and F Du and AK Dubey and VB Dunin and JC Dunlop and MR Dutta Majumdar and V Eckardt and LG Efimov and V Emelianov and J Engelage and G Eppley and B Erazmus and Magali Estienne and P Fachini and V Faine and J Faivre and R Fatemi and K Filimonov and P Filip and E Finch and Y Fisyak and D Flierl and KJ Foley and J Fu and CA Gagliardi and MS Ganti and TD Gutierrez and N Gagunashvili and J Gans and L Gaudichet and Marie Germain and F Geurts and V Ghazikhanian and P Ghosh and JE Gonzalez and O Grachov and V Grigoriev and S Gronstal and D Grosnick and M Guedon and SM Guertin and Anupam Gupta and E Gushin and TJ Hallman and D Hardtke and JW Harris and M Heinz and TW Henry and S Heppelmann and T Herston and B Hippolyte and A Hirsch and E Hjort and GW Hoffmann and M Horsley and HZ Huang and SL Huang and TJ Humanic and G Igo and A Ishihara and P Jacobs and WW Jacobs and M Janik and I Johnson and PG Jones and EG Judd and S Kabana and M Kaneta and M Kaplan and D Keane and J Kiryluk and A Kisiel and J Klay and SR Klein and A Klyachko and DD Koetke and T Kollegger and AS Konstantinov and M Kopytine and L Kotchenda and AD Kovalenko and M Kramer and P Kravtsov and K Krueger and C Kuhn and AI Kulikov and A Kumar and GJ Kunde and CL Kunz and R Kh Kutuev and AA Kuznetsov and MAC Lamont,92,Physical review letters,11,112301,American Physical Society,,True,cWU96qkAAAAJ:5hnHQVlekkwC,621,,6875185439605406305,/scholar?cites=6875185439605406305,,,,0,0,0
1275047,Resonances in J/ψ→ ϕπ+ π− and ϕK+ K−,2005,M Ablikim and JZ Bai and Y Ban and JG Bian and DV Bugg and X Cai and JF Chang and HF Chen and HS Chen and HX Chen and JC Chen and Jin Chen and Jun Chen and ML Chen and YB Chen and SP Chi and YP Chu and XZ Cui and HL Dai and YS Dai and ZY Deng and LY Dong and QF Dong and SX Du and ZZ Du and J Fang and SS Fang and CD Fu and HY Fu and CS Gao and YN Gao and MY Gong and WX Gong and SD Gu and YN Guo and YQ Guo and ZJ Guo and FA Harris and KL He and M He and X He and YK Heng and HM Hu and T Hu and GS Huang and XP Huang and XT Huang and XB Ji and CH Jiang and XS Jiang and DP Jin and S Jin and Y Jin and Yi Jin and YF Lai and F Li and G Li and HH Li and J Li and JC Li and QJ Li and RY Li and SM Li and WD Li and WG Li and XL Li and XQ Li and YL Li and YF Liang and HB Liao and CX Liu and F Liu and Fang Liu and HH Liu and HM Liu and J Liu and JB Liu and JP Liu and RG Liu and ZA Liu and ZX Liu and F Lu and GR Lu and HJ Lu and JG Lu and CL Luo and LX Luo and XL Luo and FC Ma and HL Ma and JM Ma and LL Ma and QM Ma and XB Ma and XY Ma and ZP Mao and XH Mo and J Nie and ZD Nie and SL Olsen and HP Peng and ND Qi and CD Qian and H Qin and JF Qiu and ZY Ren and G Rong and LY Shan and L Shang and DL Shen and XY Shen and HY Sheng and F Shi and X Shi and HS Sun and JF Sun and SS Sun and YZ Sun and ZJ Sun and X Tang and N Tao and YR Tian and GL Tong and GS Varner and DY Wang and JZ Wang and K Wang and L Wang and LS Wang and M Wang and P Wang and PL Wang and SZ Wang and WF Wang and YF Wang and Z Wang and ZY Wang and Zhe Wang and Zheng Wang and CL Wei and DH Wei and YM Wu and XM Xia and XX Xie and B Xin and GF Xu and H Xu and ST Xue and ML Yan and F Yang,607,Physics Letters B,3-4,243-253,North-Holland,,True,cWU96qkAAAAJ:QBUPEh0AvVMC,474,,16721844418670751026,/scholar?cites=16721844418670751026,,,,0,0,0
1275048,Measurements of the Cross Section for  at Center-of-Mass Energies from 2 to 5 GeV,2002,JZ Bai and Y Ban and JG Bian and AD Chen and HF Chen and HS Chen and JC Chen and XD Chen and YB Chen and BS Cheng and SP Chi and YP Chu and JB Choi and XZ Cui and YS Dai and LY Dong and ZZ Du and W Dunwoodie and HY Fu and LP Fu and CS Gao and SD Gu and YN Guo and ZJ Guo and SW Han and Y Han and FA Harris and J He and JT He and KL He and M He and X He and T Hong and YK Heng and GY Hu and HM Hu and QH Hu and T Hu and GS Huang and XP Huang and YZ Huang and JM Izen and XB Ji and CH Jiang and Y Jin and BD Jones and JS Kang and ZJ Ke and HJ Kim and SK Kim and TY Kim and D Kong and YF Lai and D Li and HB Li and HH Li and J Li and JC Li and PQ Li and QJ Li and RY Li and W Li and WG Li and XN Li and XQ Li and B Liu and F Liu and Feng Liu and HM Liu and J Liu and JP Liu and TR Liu and RG Liu and Y Liu and ZX Liu and XC Lou and GR Lu and F Lu and JG Lu and ZJ Lu and XL Luo and EC Ma and JM Ma and R Malchow and HS Mao and ZP Mao and XC Meng and XH Mo and J Nie and ZD Nie and SL Olsen and D Paluselli and H Park and ND Qi and XR Qi and CD Qian and JF Qiu and YK Que and G Rong and YY Shao and BW Shen and DL Shen and H Shen and XY Shen and HY Sheng and F Shi and HZ Shi and XF Song and JY Suh and HS Sun and LF Sun and YZ Sun and SQ Tang and W Toki and GL Tong and GS Varner and J Wang and JZ Wang and L Wang and LS Wang and P Wang and PL Wang and SM Wang and YY Wang and ZY Wang and CL Wei and N Wu and DM Xi and XM Xia and XX Xie and GF Xu and Y Xu and ST Xue and WB Yan and WG Yan and CM Yang and CY Yang and GA Yang and HX Yang and W Yang and XF Yang and MH Ye and SW Ye and YX Ye and CS Yu and CX Yu and GW Yu and Y Yuan and BY Zhang and C Zhang,88,Physical Review Letters,10,101802,American Physical Society,,True,cWU96qkAAAAJ:u_MDJdmB8EcC,462,,16481699628810236718,/scholar?cites=16481699628810236718,,,,0,0,0
1275049,The BES detector,1994,JZ Bai and Q Bian and GM Chen and LJ Chen and SN Chen and YQ Chen and ZQ Chen and YK Chi and HC Cui and XZ Cui and SS Deng and YW Deng and HL Ding and BZ Dong and XS Dong and X Du and ZZ Du and C Feng and Z Feng and ZS Fu and CS Gao and ML Gao and SQ Gao and WX Gao and YN Gao and SD Gu and WX Gu and YZ Guan and HF Guo and YN Guo and YY Guo and SW Han and Y Han and W Hao and J He and KR He and MJ He and XJ Hou and GY Hu and JS Hu and JW Hu and DQ Huang and YZ Huang and QP Jia and CH Jiang and Q Ju and YF Lai and PF Lang and DS Li and F Li and H Li and Jia Li and JT Li and Jin Li and LL Li and PQ Li and QM Li and RB Li and SQ Li and W Li and WG Li and ZX Li and GN Liang and FC Lin and SZ Lin and W Lin and Q Liu and RG Liu and W Liu and X Liu and ZA Liu and ZY Liu and CG Lu and WD Lu and ZY Lu and JG Lu and DH Ma and EC Ma and JM Ma and HS Mao and ZP Mao and XC Meng and HL Ni and J Nie and ZD Nie and WP Niu and LJ Pan and ND Qi and JJ Qian and YH Qu and YK Que and G Rong and TZ Ruan and YY Shao and BW Shen and DL Shen and J Shen and HY Sheng and JP Sheng and HZ Shi and XF Song and HS Sun and FK Tang and SQ Tang and WH Tian and F Wang and GY Wang and JG Wang and JY Wang and LS Wang and LZ Wang and M Wang and P Wang and PL Wang and SM Wang and SQ Wang and TJ Wang and XW Wang and YY Wang and ZH Wang and ZJ Wang and CL Wei and ZZ Wei and JW Wu and SH Wu and SQ Wu and WM Wu and XD Wu and ZD Wu and DM Xi and XM Xia and J Xiao and PP Xie and XX Xie and JG Xu and RS Xu and ZQ Xu and BC Xuan and ST Xue and J Yan and SP Yan and WG Yan and CZ Yang and CM Yang and CY Yang and XF Yang and XR Yang and MH Ye and CH Yu and CS Yu,344,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",2,319-334,North-Holland,,True,cWU96qkAAAAJ:GMpADU9lS7YC,454,,67078080182064167,/scholar?cites=67078080182064167,,,,0,0,0
1275050,Deep learning in remote sensing: A comprehensive review and list of resources,2017,Xiao Xiang Zhu and Devis Tuia and Lichao Mou and Gui-Song Xia and Liangpei Zhang and Feng Xu and Friedrich Fraundorfer,5,,4,8-36,IEEE,,True,vzj2hcYAAAAJ:ItgTnG0mAXQC,1068,,4538829420998361061,/scholar?cites=4538829420998361061,,,,0,0,0
1275051,Deep learning for remote sensing data: A technical tutorial on the state of the art,2016,Liangpei Zhang and Lefei Zhang and Bo Du,4,IEEE Geoscience and Remote Sensing Magazine,2,22-40,IEEE,,True,vzj2hcYAAAAJ:wNvz2w4be3AC,1046,,16909941970341464017,/scholar?cites=16909941970341464017,,,,0,0,0
1275052,Transferring deep convolutional neural networks for the scene classification of high-resolution remote sensing imagery,2015,Fan Hu and Gui-Song Xia and Jingwen Hu and Liangpei Zhang,7,Remote Sensing,11,14680-14707,Multidisciplinary Digital Publishing Institute,,True,vzj2hcYAAAAJ:T-SPRlcIgBMC,797,,2745806242339894212,/scholar?cites=2745806242339894212,,,,0,0,0
1275053,AID: A benchmark data set for performance evaluation of aerial scene classification,2017,Gui-Song Xia and Jingwen Hu and Fan Hu and Baoguang Shi and Xiang Bai and Yanfei Zhong and Liangpei Zhang and Xiaoqiang Lu,55,,7,3965-3981,IEEE,,True,vzj2hcYAAAAJ:C-GuzCveMkwC,625,,5783013745277865565,/scholar?cites=5783013745277865565,,,,0,0,0
1275054,DOTA: A large-scale dataset for object detection in aerial images,2018,Gui-Song Xia and Xiang Bai and Jian Ding and Zhen Zhu and Serge Belongie and Jiebo Luo and Mihai Datcu and Marcello Pelillo and Liangpei Zhang,,,,3974-3983,,,True,vzj2hcYAAAAJ:V0QqM0Py3VsC,536,,11200155404559537006,/scholar?cites=11200155404559537006,,,,0,0,0
1275055,Hyperspectral image restoration using low-rank matrix recovery,2013,Hongyan Zhang and Wei He and Liangpei Zhang and Huanfeng Shen and Qiangqiang Yuan,52,IEEE transactions on geoscience and remote sensing,8,4729-4743,IEEE,,True,vzj2hcYAAAAJ:bcT4vkklUMwC,493,,7634343867462362785,/scholar?cites=7634343867462362785,,,,0,0,0
1275056,Saliency-guided unsupervised feature learning for scene classification,2014,Fan Zhang and Bo Du and Liangpei Zhang,53,IEEE Transactions on Geoscience and Remote Sensing,4,2175-2184,IEEE,,True,vzj2hcYAAAAJ:K1AqHrCRkPsC,428,,6037850356129320155,/scholar?cites=6037850356129320155,,,,0,0,0
1275057,Hyperspectral image denoising employing a spectral–spatial adaptive total variation model,2012,Qiangqiang Yuan and Liangpei Zhang and Huanfeng Shen,50,IEEE Transactions on Geoscience and Remote Sensing,10,3660-3677,IEEE,,True,vzj2hcYAAAAJ:oFKsPyNwwpYC,385,,4282662794829043656,/scholar?cites=4282662794829043656,,,,0,0,0
1275058,An SVM ensemble approach combining spectral. structural. and semantic features for the classification of high-resolution remotely sensed imagery,2012,Xin Huang and Liangpei Zhang,51,IEEE transactions on geoscience and remote sensing,1,257-272,IEEE,,True,vzj2hcYAAAAJ:b2v3RnpdjZkC,383,,16114503726098037087,/scholar?cites=16114503726098037087,,,,0,0,0
1275059,On combining multiple features for hyperspectral remote sensing image classification,2011,Lefei Zhang and Liangpei Zhang and Dacheng Tao and Xin Huang,50,IEEE Transactions on Geoscience and Remote Sensing,3,879-893,IEEE,,True,vzj2hcYAAAAJ:Y20HiHuZk70C,381,,6881093731741105558,/scholar?cites=6881093731741105558,,,,0,0,0
1275060,高光谱遥感,2005,张良培,,,,,武汉大学出版社,,True,vzj2hcYAAAAJ:ifOnle78iJkC,365,,1641142898940216277,/scholar?cites=1641142898940216277,,,,0,0,0
1275061,Snakes: Active contour models,1988,Michael Kass and Andrew Witkin and Demetri Terzopoulos,1,International journal of computer vision,4,321-331,Kluwer Academic Publishers,,True,ma2bi00AAAAJ:u5HHmVD_uO8C,24629,,4764690932703791888,/scholar?cites=4764690932703791888,,,,0,0,0
