,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1177926,Glycosylated cardiotonic steroids,2016,George A O'doherty and Hongyan Li and Sumit O Bajaj and Hua-Yu Leo Wang and Michael F Cuccarese and Ravit Boger,,,,,,,True,2o1QrvAAAAAJ:UeHWp8X0CEIC,0,,,,,,0,0,0
1177927,Aminoglycoside-induced sensitization of cancer cells and development of carbohydrate-containing drugs,2014,Michael Cuccarese,,,,,,,True,2o1QrvAAAAAJ:2osOgNQ5qMEC,0,,,,,,0,0,0
1177928,for the Synthesis of Oligosaccharides,2013,Michael F Cuccarese and George A O’Doherty,,Asymmetric Synthesis II: More Methods and Applications,,249,John Wiley & Sons,,True,2o1QrvAAAAAJ:IjCSPb-OGe4C,0,,,,,,0,0,0
1177929,Sensitization of NCI‐H460 Cells to Anticancer Drugs with Aminoglycosides,2013,Michael Cuccarese,27,,,1014.6-1014.6,The Federation of American Societies for Experimental Biology,,True,2o1QrvAAAAAJ:qjMakFHDy7sC,0,,,,,,0,0,0
1177930,This journal is© The Royal Society of Chemistry 2017,,Colbert F Miller and Dmytro S Kulyk and Jongin W Kim and Abraham K Badu-Tawiah,,,,,,,True,2o1QrvAAAAAJ:Se3iqnhoufwC,0,,,,,,0,0,0
1177931,Ruthenium phthalocyanine and naphthalocyanine complexes: Synthesis. properties and applications,2007,Tristan Rawling and Andrew McDonagh,251,,9-10,1128-1157,Elsevier,,True,tLMy9pwAAAAJ:u5HHmVD_uO8C,111,,9976821606740847020,/scholar?cites=9976821606740847020,,,0,0,0
1177932,Factors affecting internal standard selection for quantitative elemental bio-imaging of soft tissues by LA-ICP-MS,2011,Christine Austin and Fred Fryer and Jessica Lear and David Bishop and Dominic Hare and Tristan Rawling and Les Kirkup and Andrew McDonagh and Philip Doble,26,Journal of Analytical Atomic Spectrometry,7,1494-1501,Royal Society of Chemistry,,True,tLMy9pwAAAAJ:2osOgNQ5qMEC,88,,6244870887679751784,/scholar?cites=6244870887679751784,,,0,0,0
1177933,Quantification method for elemental bio-imaging by LA-ICP-MS using metal spiked PMMA films,2010,Christine Austin and Dominic Hare and Tristan Rawling and Andrew M McDonagh and Philip Doble,25,Journal of Analytical Atomic Spectrometry,5,722-725,Royal Society of Chemistry,,True,tLMy9pwAAAAJ:9yKSN-GCB0IC,72,,8050993442249403256,/scholar?cites=8050993442249403256,,,0,0,0
1177934,Anti-tumor activities of lipids and lipid analogues and their development as potential anticancer drugs,2015,Michael Murray and Adam Hraiki and Mary Bebawy and Curtis Pazderka and Tristan Rawling,150,,,109-128,Pergamon,,True,tLMy9pwAAAAJ:Wp0gIr-vW9MC,67,,5406222737978209768,/scholar?cites=5406222737978209768,,,0,0,0
1177935,Ruthenium phthalocyanine-bipyridyl dyads as sensitizers for dye-sensitized solar cells: dye coverage versus molecular efficiency,2009,Tristan Rawling and Christine Austin and Florian Buchholz and Stephen B Colbran and Andrew M McDonagh,48,Inorganic chemistry,7,3215-3227,American Chemical Society,,True,tLMy9pwAAAAJ:u-x6o8ySG0sC,63,,2571212056219011147,/scholar?cites=2571212056219011147,,,0,0,0
1177936,Successful mobilization of peripheral blood stem cells after addition of ancestim (stem cell factor) in patients who had failed a prior mobilization with filgrastim …,2003,LB To and J Bashford and S Durrant and J MacMillan and AP Schwarer and HM Prince and J Gibson and I Lewis and B Swart and J Marty and T Rawling and L Ashman and S Charles and B Cohen,31,Bone marrow transplantation,5,371-378,Nature Publishing Group,,True,tLMy9pwAAAAJ:35N4QoGY0k4C,60,,4388223422777135372,/scholar?cites=4388223422777135372,,,0,0,0
1177937,Selective inhibition of human solute carrier transporters by multikinase inhibitors,2014,Rosie A Johnston and Tristan Rawling and Ting Chan and Fanfan Zhou and Michael Murray,42,Drug Metabolism and Disposition,11,1851-1857,American Society for Pharmacology and Experimental Therapeutics,,True,tLMy9pwAAAAJ:M3ejUd6NZC8C,54,,7676803048627980200,/scholar?cites=7676803048627980200,,,0,0,0
1177938,Role of human CYP3A4 in the biotransformation of sorafenib to its major oxidized metabolites,2012,Sussan Ghassabian and Tristan Rawling and Fanfan Zhou and Munikumar R Doddareddy and Bruce N Tattam and David E Hibbs and Robert J Edwards and Pei H Cui and Michael Murray,84,Biochemical pharmacology,2,215-223,Elsevier,,True,tLMy9pwAAAAJ:Tyk-4Ss8FVUC,53,,7095311429580156902,/scholar?cites=7095311429580156902,,,0,0,0
1177939,Cell-derived microparticles: new targets in the therapeutic management of disease,2013,Mary Bebawy and Ariane Roseblade and Frederick Luk and Tristan Rawling and Alison Ung and Georges ER Grau,16,,2,238-253,,,True,tLMy9pwAAAAJ:UebtZRa9Y70C,52,,5092896712999866407,/scholar?cites=5092896712999866407,,,0,0,0
1177940,Targeting mitogen-activated protein kinase phosphatase-1 (MKP-1): structure-based design of MKP-1 inhibitors and upregulators,2012,M R Doddareddy and T Rawling and A J Ammit,19,,2,163-173,Bentham Science Publishers,,True,tLMy9pwAAAAJ:qxL8FJ1GzNcC,42,,12376801112919027145,/scholar?cites=12376801112919027145,,,0,0,0
1177941,Optical and redox properties of ruthenium phthalocyanine complexes tuned with axial ligand substituents,2007,Tristan Rawling and Hong Xiao and Sang-Tae Lee and Stephen B Colbran and Andrew M McDonagh,46,Inorganic chemistry,7,2805-2813,American Chemical Society,,True,tLMy9pwAAAAJ:d1gkVwhDpl0C,42,,10406421168865265294,/scholar?cites=10406421168865265294,,,0,0,0
1177942,Synthetic ω-3 Epoxyfatty acids as antiproliferative and pro-apoptotic agents in human breast cancer cells,2014,Herryawan Ryadi Eziwar Dyari and Tristan Rawling and Kirsi Bourget and Michael Murray,57,Journal of medicinal chemistry,17,7459-7464,American Chemical Society,,True,tLMy9pwAAAAJ:4TOpqqG69KYC,27,,11262138669586100003,/scholar?cites=11262138669586100003,,,0,0,0
1177943,Antiproliferative and antimigratory actions of synthetic long chain n-3 monounsaturated fatty acids in breast cancer cells that overexpress cyclooxygenase-2,2012,Pei H Cui and Tristan Rawling and Kirsi Bourget and Terry Kim and Colin C Duke and Munikumar R Doddareddy and David E Hibbs and Fanfan Zhou and Bruce N Tattam and Nenad Petrovic and Michael Murray,55,Journal of medicinal chemistry,16,7163-7172,American Chemical Society,,True,tLMy9pwAAAAJ:YsMSGLbcyi4C,27,,12965629250822686666,/scholar?cites=12965629250822686666,,,0,0,0
1177944,Perylene dye photodegradation due to ketones and singlet oxygen,2010,Alan A Earp and Tristan Rawling and Jim B Franklin and Geoff B Smith,84,Dyes and Pigments,1,59-61,Elsevier,,True,tLMy9pwAAAAJ:UeHWp8X0CEIC,26,,4528374726833096766,/scholar?cites=4528374726833096766,,,0,0,0
1177945,Synthesis and characterization of novel acyl-glycine inhibitors of GlyT2,2017,Shannon N Mostyn and Jane E Carland and Susan Shimmon and Renae M Ryan and Tristan Rawling and Robert J Vandenberg,8,ACS chemical neuroscience,9,1949-1959,American Chemical Society,,True,tLMy9pwAAAAJ:L8Ckcad2t8MC,22,,9364724503785248861,/scholar?cites=9364724503785248861,,,0,0,0
1177946,Synthesis of unsymmetrical biaryl ureas from N-carbamoylimidazoles: kinetics and application,2012,Tristan Rawling and Andrew M McDonagh and Bruce Tattam and Michael Murray,68,Tetrahedron,30,6065-6070,Pergamon,,True,tLMy9pwAAAAJ:Y0pCki6q_DkC,20,,7372461664798463636,/scholar?cites=7372461664798463636,,,0,0,0
1177947,A novel synthetic analogue of ω‐3 17. 18‐epoxyeicosatetraenoic acid activates TNF receptor‐1/ASK1/JNK signaling to promote apoptosis in human breast cancer cells,2017,Herryawan Ryadi Eziwar Dyari and Tristan Rawling and Yongjuan Chen and William Sudarmana and Kirsi Bourget and Julie M Dwyer and Sarah E Allison and Michael Murray,31,,12,5246-5257,Federation of American Societies for Experimental Biology,,True,tLMy9pwAAAAJ:qUcmZB5y_30C,18,,11696144002463426932,/scholar?cites=11696144002463426932,,,0,0,0
1177948,Synthesis. electrochemistry and spectroscopic properties of ruthenium phthalocyanine and naphthalocyanine complexes with triphenylarsine ligands,2008,Tristan Rawling and Andrew M McDonagh and Stephen B Colbran,361,Inorganica Chimica Acta,1,49-55,Elsevier,,True,tLMy9pwAAAAJ:qjMakFHDy7sC,17,,14605657545214707686,/scholar?cites=14605657545214707686,,,0,0,0
1177949,Development of an N-Acyl Amino Acid That Selectively Inhibits the Glycine Transporter 2 To Produce Analgesia in a Rat Model of Chronic Pain,2019,Shannon N Mostyn and Tristan Rawling and Sarasa Mohammadi and Susan Shimmon and Zachary J Frangos and Subhodeep Sarker and Arsalan Yousuf and Irina Vetter and Renae M Ryan and Macdonald J Christie and Robert J Vandenberg,62,Journal of medicinal chemistry,5,2466-2484,American Chemical Society,,True,tLMy9pwAAAAJ:j3f4tGmQtD8C,15,,12433529495076203094,/scholar?cites=12433529495076203094,,,0,0,0
1177950,Cytochrome P450-Mediated Biotransformation of Sorafenib and Its N-Oxide Metabolite: Implications for Cell Viability and Human Toxicity,2015,Tina B Gillani and Tristan Rawling and Michael Murray,28,Chemical research in toxicology,1,92-102,American Chemical Society,,True,tLMy9pwAAAAJ:4DMP91E08xMC,15,,3889513332610614337,/scholar?cites=3889513332610614337,,,0,0,0
1177951,Lipid analogues as potential drugs for the regulation of mitochondrial cell death,2014,Michael Murray and Herryawan Ryadi Eziwar Dyari and Sarah E Allison and Tristan Rawling,171,,8,2051-2066,,,True,tLMy9pwAAAAJ:5nxA0vEk-isC,15,,4846940390162243624,/scholar?cites=4846940390162243624,,,0,0,0
1177952,Thin films of ruthenium phthalocyanine complexes,2009,Tristan Rawling and Christine E Austin and Dominic Hare and Philip A Doble and Hadi M Zareie and Andrew M McDonagh,2,Nano Research,9,678-687,Tsinghua Press,,True,tLMy9pwAAAAJ:zYLM7Y9cAGgC,13,,13503191945740520326,/scholar?cites=13503191945740520326,,,0,0,0
1177953,Convenient Synthesis and Purification of [Bu4N] 2 [Ru (4-carboxy-4-carboxylate-2. 2′-bipyridine) 2 (NCS) 2]: a Landmark DSC Dye,2008,Tristan Rawling and Florian Buchholz and Andrew M McDonagh,61,Australian Journal of Chemistry,6,405-408,CSIRO PUBLISHING,,True,tLMy9pwAAAAJ:IjCSPb-OGe4C,13,,7418539454106812486,/scholar?cites=7418539454106812486,,,0,0,0
1177954,Identification of an allosteric binding site on the human glycine transporter. GlyT2. for bioactive lipid analgesics,2019,Shannon N Mostyn and Katie A Wilson and Alexandra Schumann-Gillett and Zachary J Frangos and Susan Shimmon and Tristan Rawling and Renae M Ryan and Megan L O'Mara and Robert J Vandenberg,8,Elife,,e47150,eLife Sciences Publications Limited,,True,tLMy9pwAAAAJ:iH-uZ7U-co4C,11,,8860120250990424594,/scholar?cites=8860120250990424594,,,0,0,0
1177955,A novel Arylurea fatty acid that targets the mitochondrion and depletes Cardiolipin to promote killing of breast cancer cells,2017,Tristan Rawling and Hassan Choucair and Nooshin Koolaji and Kirsi Bourget and Sarah E Allison and Yong-Juan Chen and Colin R Dunstan and Michael Murray,60,Journal of medicinal chemistry,20,8661-8666,American Chemical Society,,True,tLMy9pwAAAAJ:hC7cP41nSMkC,11,,4256233589184032841,/scholar?cites=4256233589184032841,,,0,0,0
1177956,Nanoemulsion-enabled oral delivery of novel anticancer ω-3 fatty acid derivatives,2018,Gabriela Garrastazu Pereira and Tristan Rawling and Michele Pozzoli and Curtis Pazderka and Yongjuan Chen and Colin R Dunstan and Michael Murray and Fabio Sonvico,8,Nanomaterials,10,825,Multidisciplinary Digital Publishing Institute,,True,tLMy9pwAAAAJ:R3hNpaxXUhUC,10,,14012414111263810326,/scholar?cites=14012414111263810326,,,0,0,0
1177957,Cerium (IV) ammonium nitrate (CAN) as a catalyst in tap water: A simple. proficient and green approach for the synthesis of quinoxalines,2006,Shivaji V More and MNV Sastry and Ching-Fa Yao,8,Green Chemistry,1,91-95,Royal Society of Chemistry,,True,HbYw_ygAAAAJ:W7OEmFMy1HYC,275,,11526120819229141941,/scholar?cites=11526120819229141941,,,0,0,0
1177958,Molecular iodine: a powerful catalyst for the easy and efficient synthesis of quinoxalines,2005,Shivaji V More and MNV Sastry and Chieh-Chieh Wang and Ching-Fa Yao,46,Tetrahedron letters,37,6345-6348,Pergamon,,True,HbYw_ygAAAAJ:2osOgNQ5qMEC,245,,4012984380005142455,/scholar?cites=4012984380005142455,,,0,0,0
1177959,NBS as an efficient catalyst for the synthesis of 1. 5-benzodiazepine derivatives under mild conditions,2006,Chun-Wei Kuo and Shivaji V More and Ching-Fa Yao,47,Tetrahedron letters,48,8523-8528,Pergamon,,True,HbYw_ygAAAAJ:hqOjcs7Dif8C,80,,16920632535525386985,/scholar?cites=16920632535525386985,,,0,0,0
1177960,A novel sialyltransferase inhibitor AL10 suppresses invasion and metastasis of lung cancer cells by inhibiting integrin‐mediated signaling,2010,Chi‐Hsiang Chiang and Chie‐Hong Wang and Hui‐Chiu Chang and Shivaji V More and Wen‐Shan Li and Wen‐Chun Hung,223,Journal of cellular physiology,2,492-499,Wiley Subscription Services. Inc.. A Wiley Company,,True,HbYw_ygAAAAJ:Tyk-4Ss8FVUC,70,,5708141823765162606,/scholar?cites=5708141823765162606,,,0,0,0
1177961,Isomalyngamide A. A-1 and their analogs suppress cancer cell migration in vitro,2011,Tzu Ting Chang and Shivaji V More and I-Hsuan Lu and Jui-Ching Hsu and Ting-Ju Chen and Ya Ching Jen and Chung-Kuang Lu and Wen-Shan Li,46,European journal of medicinal chemistry,9,3810-3819,Elsevier Masson,,True,HbYw_ygAAAAJ:IjCSPb-OGe4C,58,,5417978443981208524,/scholar?cites=5417978443981208524,,,0,0,0
1177962,Synthesis and antibacterial activity of new Schiff bases. 4-thiazolidinones and 2-azetidinones,2002,SV More and DV Dongarkhadekar and RN Chavan and WN Jadhav and SR Bhusare and RP Pawar,79,Journal of the Indian Chemical Society,9,768-769,Indian Chemical Society,,True,HbYw_ygAAAAJ:MXK_kJrjxJIC,43,,15330388609643695813,/scholar?cites=15330388609643695813,,,0,0,0
1177963,The novel indole compound SK228 induces apoptosis and FAK/Paxillin disruption in tumor cell lines and inhibits growth of tumor graft in the nude mouse,2012,Sin‐Ming Huang and Pei‐Chun Hsu and Mei‐Yu Chen and Wen‐Shan Li and Shivaji V More and Kwok‐Tung Lu and Yi‐Ching Wang,131,International journal of cancer,3,722-732,Wiley Subscription Services. Inc.. A Wiley Company,,True,HbYw_ygAAAAJ:zYLM7Y9cAGgC,23,,5568664873370658433,/scholar?cites=5568664873370658433,,,0,0,0
1177964,Pictet‐spengler cyclization in room temperature ionic liquid: A convenient access to tetrahydro β‐carbolines,2006,M Muthukrishnan and Shivaji V More and Dinesh R Garud and CV Ramana and RR Joshi and RA Joshi,43,Journal of heterocyclic chemistry,3,767-772,Wiley‐Blackwell,,True,HbYw_ygAAAAJ:Y0pCki6q_DkC,23,,10063576499211738815,/scholar?cites=10063576499211738815,,,0,0,0
1177965,Synthesis and Evaluation of the Cytotoxicities of Tetraindoles: Observation that the 5-Hydroxy Tetraindole (SK228) Induces G2 Arrest and Apoptosis in Human …,2012,Wen-Shan Li and Chie-Hong Wang and Shengkai Ko and Tzu Ting Chang and Ya Ching Jen and Ching-Fa Yao and Shivaji V More and Shu-Chuan Jao,55,Journal of medicinal chemistry,4,1583-1592,American Chemical Society,,True,HbYw_ygAAAAJ:roLk4NBRz8UC,22,,15104446926300816384,/scholar?cites=15104446926300816384,,,0,0,0
1177966,TMSCl-catalyzed aza-Diels-Alder reaction: A simple and efficient synthesis of pyrano-and furanoquinolines,2006,Shivaji V More and MNV Sastry and Ching-Fa Yao,2006,Synlett,09,1399-1403,© Georg Thieme Verlag Stuttgart· New York,,True,HbYw_ygAAAAJ:LkGwnXOMwfcC,22,,14620869701622392667,/scholar?cites=14620869701622392667,,,0,0,0
1177967,Facile oxidation of flavanones to flavones using [hydroxy (tosyloxy) iodo] benzene in an ionic liquid,2005,Murugan Muthukrishnan and Pratap S Patil and Shivaji V More and Ramesh A Joshi,3,Mendeleev Communications,15,100-101,,,True,HbYw_ygAAAAJ:_FxGoFyzp5QC,19,,13765413383147895219,/scholar?cites=13765413383147895219,,,0,0,0
1177968,Polyfluorinated bipyridine cisplatins manipulate cytotoxicity through the induction of S-G2/M arrest and partial intercalation mechanism,2011,Tzu Ting Chang and Shivaji V More and Norman Lu and Jyun-Wei Jhuo and Yi-Chuan Chen and Shu-Chuan Jao and Wen-Shan Li,19,Bioorganic & medicinal chemistry,16,4887-4894,Pergamon,,True,HbYw_ygAAAAJ:UebtZRa9Y70C,18,,15753043236738917556,/scholar?cites=15753043236738917556,,,0,0,0
1177969,Synthesis and structure–activity relationships of novel furazan-3. 4-diamide analogs as potent anti-cancer agents,2010,Wen-Shan Li and Shivaji V More and Chie-Hong Wang and Ya Ching Jen and Ching-Fa Yao and Tein-Fu Wang and Chin-Chun Hung and Shu-Chuan Jao,20,Bioorganic & medicinal chemistry letters,3,1148-1152,Pergamon,,True,HbYw_ygAAAAJ:9yKSN-GCB0IC,17,,2690468496727529704,/scholar?cites=2690468496727529704,,,0,0,0
1177970,Room‐Temperature Ionic Liquid–Promoted Williamson's Synthesis of Ethers: A Facile Synthesis of Diaryloxymethanes,2005,SV More and SS Ardhapure and NH Naik and SR Bhusare and WN Jadhav and RP Pawar,35,Synthetic communications,24,3113-3118,Taylor & Francis Group,,True,HbYw_ygAAAAJ:0EnyYjriUFMC,10,,17128915623428564659,/scholar?cites=17128915623428564659,,,0,0,0
1177971,The tetraindole SK228 reverses the epithelial-to-mesenchymal transition of breast cancer cells by up-regulating members of the miR-200 family,2014,Chie-Hong Wang and Chia-Ling Chen and Shivaji V More and Pei-Wen Hsiao and Wen-Chun Hung and Wen-Shan Li,9,PloS one,6,e101088,Public Library of Science,,True,HbYw_ygAAAAJ:5nxA0vEk-isC,9,,17343859974101093155,/scholar?cites=17343859974101093155,,,0,0,0
1177972,Glycosylation enhances the anti-migratory activities of isomalyngamide A analogs,2013,Shivaji V More and Tzu Ting Chang and Yu-Pin Chiao and Shu-Chuan Jao and Chung-Kuang Lu and Wen-Shan Li,64,European journal of medicinal chemistry,,169-178,Elsevier Masson,,True,HbYw_ygAAAAJ:ufrVoPGSRksC,8,,13122461246915333151,/scholar?cites=13122461246915333151,,,0,0,0
1177973,Synthesis of 2-(2-hydroxy-3-iodo-5-bromo phenyl)-3-(substituted phenyl)-4-thiazolidinones as antibacterial agents,2002,PS Kenderekar and SV More and PS Patil and SR Bhusare and RP Pawar,18,Oriental Journal of Chemistry,3,595-597,ORIENTAL SCIENCE PUBLISHING CO,,True,HbYw_ygAAAAJ:eQOLeE2rZwMC,3,,12859766235968407638,/scholar?cites=12859766235968407638,,,0,0,0
1177974,Synthesis of nitrogen-containing benzoannulated eight-and nine-membered heterocycles from methyl 4-amino-3-iodobenzoate,2014,Mohammad Hassam and Shivaji V More and Wen-Shan Li,24,Mendeleev Communications,3,159-160,Elsevier,,True,HbYw_ygAAAAJ:u-x6o8ySG0sC,2,,2398286081790243544,/scholar?cites=2398286081790243544,,,0,0,0
1177975,“ABX” Analogs: Fluorescent Dyes for Live Cell Imaging and Biological Applications,2015,Wen-Shan Li and Shivaji V More and Mingxin Liu and Mohammad Hassam and Wan-June Tsai and Chien-Huei Chang and Chia-Ling Chen,,,,,,,True,HbYw_ygAAAAJ:YsMSGLbcyi4C,0,,,,,,0,0,0
1177976,Three-Component Synthesis of Pyrano-and Furanoquinolines,2006,SV More and MNV Sastry and C-F Yao,2006,Synfacts,08,0771-0771,© Georg Thieme Verlag Stuttgart· New York,,True,HbYw_ygAAAAJ:qjMakFHDy7sC,0,,,,,,0,0,0
1177977,Synthesis and Antibacterial Activity of New Schiff Bases (III). 4‐Thiazolidinones (V) and 2‐Azetidinones (VII).,2003,SV More and DV Dongarkhadekar and RN Chavan and WN Jadhav and SR Bhusare and RP Pawar,34,ChemInform,26,no-no,WILEY‐VCH Verlag,,True,HbYw_ygAAAAJ:u5HHmVD_uO8C,0,,,,,,0,0,0
1177978,Facile oxidation of flavanones to flavones using [hydroxy (tosyloxy) iodo] benzene in an ionic liquid,2003,M Muthukrishnan and PS Patil and SV More and RA Joshi,1,MENDELEEV COMMUNICATIONS,3,100-100,Royal Society of Chemistry,,True,HbYw_ygAAAAJ:WF5omc3nYNoC,0,,,,,,0,0,0
1177979,SYNTHESIS OF SOME NEW 2. 4-(SUBSTITUTED DIARYL)-2. 3 DIHYDRO. 8-METHOXY 1. 5 BENZOTHIAZEPINES AS ANTIBACTERIAL AGENTS,2001,SV More and SA Siddiqui and A Ali and RF Siddiqui and SR Bhusare and RP Pawar and YB Vibhute,17,ORIENTAL JOURNAL OF CHEMISTRY,2,319-322,ORIENTAL SCIENCE PUBLISHING CO,,True,HbYw_ygAAAAJ:UeHWp8X0CEIC,0,,,,,,0,0,0
1177980,1234-Tetrahydro-f-carbolines have been synthesized in moderate to good yields in short reaction time using the ionic liquid [bbim] BF. as reaction medium and promoter. There …,,M Muthukrishnan and Shivaji V More and Dinesh R Garud and CV Ramana,,,,,,,True,HbYw_ygAAAAJ:d1gkVwhDpl0C,0,,,,,,0,0,0
1177981,Enantioselective protonation,2009,Justin T Mohr and Allen Y Hong and Brian M Stoltz,1,,5,359-369,Nature Publishing Group,,True,Mug7mckAAAAJ:u5HHmVD_uO8C,187,,11586875857872443600,/scholar?cites=11586875857872443600,,,0,0,0
1177982,The construction of all-carbon quaternary stereocenters by use of Pd-catalyzed asymmetric allylic alkylation reactions in total synthesis,2013,Allen Y Hong and Brian M Stoltz,2013,,14,2745,NIH Public Access,,True,Mug7mckAAAAJ:KlAtU1dfN6UC,178,,5752337912060005568,/scholar?cites=5752337912060005568,,,0,0,0
