Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
42525,Group 4 zwitterionic metallocenes based upon the bridged amido-cyclopentadienyl ligand and coordinated dienes,2001.0,Gregory S Hair and Richard A Jones and Alan H Cowley and Vincent Lynch,40.0,Inorganic Chemistry,5,1014-1019,American Chemical Society,,True,J666WVMAAAAJ:CLhUwle04lcC,21,,13264027109619079332,/scholar?cites=13264027109619079332,,,0,0,0
42526,Reactions of bis (mesitylimido) bis (arylthiolato) chromium (VI) compounds,1996.0,Andreas A Danopoulos and Geoffrey Wilkinson and Tracy KN Sweet and Michael B Hursthouse,15.0,Polyhedron,5-6,873-879,Pergamon,,True,J666WVMAAAAJ:SC9kKMAi-DoC,21,,17757221404341882741,/scholar?cites=17757221404341882741,,,0,0,0
42527,Novel dimeric ring systems containing gallium,1996.0,Alan H Cowley and David S Brown and Andreas Decken and Smuruthi Kamepalli,,Chemical Communications,21,2425-2426,Royal Society of Chemistry,,True,J666WVMAAAAJ:7VEv-pLvLSsC,21,,9126439040789670510,/scholar?cites=9126439040789670510,,,0,0,0
42528,Chemistry of C-trimethylsilyl-substituted main-group heterocarboranes. 8. Synthesis of closo-gallacarboranes and their reactivity toward a bis (bidentate) Lewis base. 2. 2 …,1991.0,Narayan S Hosmane and Kai Juan Lu and Hongming Zhang and Lei Jia and Alan H Cowley and Miguel A Mardones,10.0,Organometallics,4,963-970,American Chemical Society,,True,J666WVMAAAAJ:WC23djZS0W4C,21,,4823046913673509513,/scholar?cites=4823046913673509513,,,0,0,0
42529,Imido analogues of the tungstate (VI) and perrhenate (VII) ions. X-Ray crystal structures of Li 2 W (NBu t) 4 and Li (tmed) Re (NBu t) 4,1989.0,Andreas A Danopoulos and Geoffrey Wilkinson and Bilquis Hussain and Michael B Hursthouse,,"Journal of the Chemical Society, Chemical Communications",14,896-897,Royal Society of Chemistry,,True,J666WVMAAAAJ:Og1tA8FjbJAC,21,,7238409001297665675,/scholar?cites=7238409001297665675,,,0,0,0
42530,Anionic perphosphido and perarsenido complexes of gallium and indium,1988.0,Carl J Carrano and Alan H Cowley and Dean M Giolando and Richard A Jones and Christine M Nunn and John M Power,27.0,Inorganic Chemistry,15,2709-2714,American Chemical Society,,True,J666WVMAAAAJ:uVUOdF_882EC,21,,5524591198456651387,/scholar?cites=5524591198456651387,,,0,0,0
42531,Vanadium-phosphinidene complex exhibiting vanadium-phosphorus multiple bonding,1987.0,Atta M Arif and Alan H Cowley and Marek Pakulski and Nicholas C Norman and A Guy Orpen,6.0,Organometallics,1,189-191,American Chemical Society,,True,J666WVMAAAAJ:2MdNiwGT7yoC,21,,17127614718559621429,/scholar?cites=17127614718559621429,,,0,0,0
42532,One-step synthesis of a 9-phosphabarbaralane. Close approach to a bishomoaromatic system in the solid state,1986.0,Steven A Weissman and SG Baxter and Atta M Arif and Alan H Cowley,108.0,Journal of the American Chemical Society,3,529-531,American Chemical Society,,True,J666WVMAAAAJ:CdxZDUztZiMC,21,,5001682298854700305,/scholar?cites=5001682298854700305,,,0,0,0
42533,Synthesis and reactions of osmium (III) chloro carboxylates. X-ray crystal structure of tetra (µ-n-butyrato)-dichlorodiosmium (III)(Os–OS),1983.0,Torsten Behling and Geoffrey Wilkinson and T Anthony Stephenson and Derek A Tocher and Malcolm D Walkinshaw,,"Journal of the Chemical Society, Dalton Transactions",9,2109-2116,Royal Society of Chemistry,,True,J666WVMAAAAJ:kzcSZmkxUKAC,21,,5719365352175129820,/scholar?cites=5719365352175129820,,,0,0,0
42534,Molecular structure of bis (dimethylamino) difluorosulfurane. The first x-ray crystal structure of a fluorosulfurane,1979.0,AH Cowley and PE Riley and JS Szobota and ML Walker,101.0,Journal of the American Chemical Society,19,5620-5624,American Chemical Society,,True,J666WVMAAAAJ:artPoR2Yc-kC,21,,4267360202389579427,/scholar?cites=4267360202389579427,,,0,0,0
42535,The chemistry of rhenium alkyls. Part I. Synthesis and properties of oxorhenium (VI) methyl and trimethylsilylmethyl compounds,1975.0,Konstantinos Mertis and David H Williamson and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",7,607-611,Royal Society of Chemistry,,True,J666WVMAAAAJ:Tfl4UtY-dJUC,21,,9281611765820226018,/scholar?cites=9281611765820226018,,,0,0,0
42536,Hydrogenation of aldehydes using triarylphosphine rhodium halogenoid catalysts,1974.0,,,,,,,,True,J666WVMAAAAJ:L_l9e5I586QC,21,,6373660749319995432,/scholar?cites=6373660749319995432,,,0,0,0
42537,Iron carbonyl complexes of some perfluoromethyl-substituted poly (phosphines),1973.0,AH Cowley and KE Hill,12.0,Inorganic Chemistry,6,1446-1448,American Chemical Society,,True,J666WVMAAAAJ:ruyezt5ZtCIC,21,,3286072544167556940,/scholar?cites=3286072544167556940,,,0,0,0
42538,Trioxotrichlororhenate (VII) ion,1969.0,DE Grove and Nigel Peter Johnson and G Wilkinson,8.0,Inorganic Chemistry,5,1196-1196,American Chemical Society,,True,J666WVMAAAAJ:6fxomyk5x4cC,21,,17204581717814236206,/scholar?cites=17204581717814236206,,,0,0,0
42539,1031. Some quinqueco-ordinated copper (II) complexes,1963.0,RD Gillard and G Wilkinson,,Journal of the Chemical Society (Resumed),,5399-5406,Royal Society of Chemistry,,True,J666WVMAAAAJ:N6_Y7JlWxwsC,21,,9961119585708134612,/scholar?cites=9961119585708134612,,,0,0,0
42540,405. Cyclo-octatriene and related complexes of iron and cobalt,1963.0,W McFarlane and L Pratt and G Wilkinson,,Journal of the Chemical Society (Resumed),,2162-2166,Royal Society of Chemistry,,True,J666WVMAAAAJ:0aBXIfxlw9sC,21,,6295188312410432257,/scholar?cites=6295188312410432257,,,0,0,0
42541,806. Some complex compounds of rhenium,1960.0,R Colton and R Levitus and G Wilkinson,,Journal of the Chemical Society (Resumed),,4121-4126,Royal Society of Chemistry,,True,J666WVMAAAAJ:j7_hQOaDUrUC,21,,4763134293516217059,/scholar?cites=4763134293516217059,,,0,0,0
42542,Synthesis and X-ray crystal structures of imido and isodiazene complexes of vanadium. niobium and tantalum,1997.0,Andreas A Danopoulos and Robyn S Hay-Motherwell and Geoffrey Wilkinson and Tracy KN Sweet and Michael B Hursthouse,16.0,Polyhedron,7,1081-1088,Pergamon,,True,J666WVMAAAAJ:dBIO0h50nwkC,20,,3742493240474413458,/scholar?cites=3742493240474413458,,,0,0,0
42543,The Benzannelation Approach to Novel Gallium and Indium Heterocycles,1995.0,Andreas Decken and Francois P Gabbaie and Alan H Cowley,34.0,Inorganic Chemistry,15,3853-3854,American Chemical Society,,True,J666WVMAAAAJ:QD3KBmkZPeQC,20,,4539066627843601583,/scholar?cites=4539066627843601583,,,0,0,0
42544,Molecular structure of tetrakis (tert-butylimido) osmium (VIII). determined in the gas phase by electron diffraction,1994.0,David WH Rankin and Heather E Robertson and Andreas A Danopoulos and Paul D Lyne and D Michael P Mingos and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",10,1563-1569,Royal Society of Chemistry,,True,J666WVMAAAAJ:Bg7qf7VwUHIC,20,,4308659220671136983,/scholar?cites=4308659220671136983,,,0,0,0
42545,Synthesis and X-ray crystal structure of the rhenium (VII) tert-butylimido compound.[Re (NBut) 2 (η1-C5H5)] 2 (µ-C5H4)(µ-O),1991.0,Andreas A Danopoulos and Geoffrey Wilkinson and David J Williams,,"Journal of the Chemical Society, Chemical Communications",3,181-182,The Royal Society of Chemistry,,True,J666WVMAAAAJ:hQUaER0FWQ4C,20,,6816651474536253091,/scholar?cites=6816651474536253091,,,0,0,0
42546,Synthesis and reactions of trans-dicarbonyl bis-[1. 2-bis (dimethylphosphino) ethane] vanadium (O): X-ray crystal structures of trans-V (CO) 2 (dmpe) 2 [cis-V (CO) 2 (dmpe) 2 …,1987.0,Fionna J Wells and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,6.0,Polyhedron,6,1351-1360,Pergamon,,True,J666WVMAAAAJ:IsPWOBWtZBwC,20,,5899173757391686576,/scholar?cites=5899173757391686576,,,0,0,0
42547,Reactions of aluminopolyhydride complexes of tungsten. X-Ray crystal structures of [(Me 3 P) 3 H 3 W (µ-H) 2 AlCl (µ-N [double bond. length half m-dash] CHEt)] 2.{[(Me 3 P) 3 …,1987.0,Andrew R Barron and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",4,837-846,Royal Society of Chemistry,,True,J666WVMAAAAJ:jU7OWUQzBzMC,20,,4878460421113568024,/scholar?cites=4878460421113568024,,,0,0,0
42548,Synthesis of rhodium (II) pyrazolate complexes: Crystal structure of tetra-μ-3. 5-dimethylpyrazolato dirhodium (II) bis-acetonitrile.(Rh-Rh),1985.0,Andrew R Barron and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,4.0,Polyhedron,6,1131-1134,Pergamon,,True,J666WVMAAAAJ:6ZzL7HXColQC,20,,8300649180750745612,/scholar?cites=8300649180750745612,,,0,0,0
42549,Reaction of two-coordinate phosphorus compounds with Group IIIA alkyls: a novel double group shift and concomitant cyclization,1981.0,AH Cowley and JE Kilduff and JC Wilburn,103.0,Journal of the American Chemical Society,6,1575-1577,American Chemical Society,,True,J666WVMAAAAJ:DGzKIA18-3YC,20,,10694459146449006348,/scholar?cites=10694459146449006348,,,0,0,0
42550,The reaction of amines. ammonia. and pyridine with tetra-and trifluorophosphorane. The formation of pentafluorophosphate (1-) and tetrafluorophosphate (1-) anions,1977.0,Alan H Cowley and Patty J Wisian and Michel Sanchez,16.0,Inorganic Chemistry,6,1451-1455,American Chemical Society,,True,J666WVMAAAAJ:ocbgtyEEUOwC,20,,16554623463144577267,/scholar?cites=16554623463144577267,,,0,0,0
42551,Lithium alkyl anions of uranium (IV) and uranium (V). Addition compounds of uranium (VI) hexaisopropoxide with lithium. magnesium. and aluminium alkyls,1977.0,Elin R Sigurdson and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",8,812-818,Royal Society of Chemistry,,True,J666WVMAAAAJ:MqTxh1vmwXEC,20,,12722337846428998598,/scholar?cites=12722337846428998598,,,0,0,0
42552,Tetrakis (trimethylsilylmethyl) bis (μ‐trimethylsilylmethylidyne) ditungsten,1976.0,Richard A Andersen and A Lee Galyer and Geoffrey Wilkinson,15.0,Angewandte Chemie International Edition in English,10,609-609,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:zwpXiJ37cpgC,20,,6556751772210861976,/scholar?cites=6556751772210861976,,,0,0,0
42553,Improved synthesis and ground state nuclear magnetic resonance spectra of tetrafluorophosphorane,1973.0,AH Cowley and RW Braun,12.0,Inorganic Chemistry,2,491-492,American Chemical Society,,True,J666WVMAAAAJ:AXPGKjj_ei8C,20,,1782416683530365276,/scholar?cites=1782416683530365276,,,0,0,0
42554,Perfluorovinyl-substituted phosphines,1969.0,Alan H Cowley and Milburn Wayne Taylor,91.0,Journal of the American Chemical Society,8,1929-1933,American Chemical Society,,True,J666WVMAAAAJ:NXYAu82O0W8C,20,,10480736894182771465,/scholar?cites=10480736894182771465,,,0,0,0
42555,Cleavage of the cyclopolyphosphine (CF3P) 4 by primary and secondary phosphines and a novel insertion reaction,1967.0,Alan H Cowley,89.0,Journal of the American Chemical Society,23,5990-5991,American Chemical Society,,True,J666WVMAAAAJ:_FM0Bhl9EiAC,20,,3561431397763905175,/scholar?cites=3561431397763905175,,,0,0,0
42556,SOME EXPERIMENTAL OBSERVATIONS ON TRANSITION METAL HYDROCARBONYLS,1956.0,FA Cotton and G Wilkinson,,,,1305-1306,SOC CHEMICAL INDUSTRY,,True,J666WVMAAAAJ:BJrgspguQaEC,20,,6760959434025584465,/scholar?cites=6760959434025584465,,,0,0,0
42557,Aggregation-induced emission of bis (imino) acenaphthene zinc complexes: photophysical tuning via methylation of the flanking aryl substituents,2015.0,Daniel A Evans and Lucia Myongwon Lee and Ignacio Vargas-Baca and Alan H Cowley,34.0,Organometallics,11,2422-2428,American Chemical Society,,True,J666WVMAAAAJ:Oo_WeVVXg5wC,19,,12739310294051647484,/scholar?cites=12739310294051647484,,,0,0,0
42558,Boron di-and tri-cations,2008.0,Ignacio Vargas-Baca and Michael Findlater and Adam Powell and Kalyan V Vasudevan and Alan H Cowley,,Dalton Transactions,45,6421-6426,Royal Society of Chemistry,,True,J666WVMAAAAJ:lBZ7XAAYe3oC,19,,16450879895741579112,/scholar?cites=16450879895741579112,,,0,0,0
42559,Synthetic and structural chemistry of amidinate-substituted boron halides,2005.0,Nicholas J Hill and Michael Findlater and Alan H Cowley,,Dalton Transactions,19,3229-3234,Royal Society of Chemistry,,True,J666WVMAAAAJ:BJbdYPG6LGMC,19,,4284068240049743463,/scholar?cites=4284068240049743463,,,0,0,0
42560,Novel supramolecular architectures in group 13 perfluoroaryl complexes. Synthesis and structures of [AlMe (C6F5)(-Me)] 2 and GaMe (C6F5) 2Electronic supplementary information …,2003.0,Gregory S Hair and Alan H Cowley and John D Gorden and Jamie N Jones and Richard A Jones and Charles LB Macdonald,,,,,,,True,J666WVMAAAAJ:Gb6Hms-Uo9kC,19,,14080284458075866152,/scholar?cites=14080284458075866152,,,0,0,0
42561,Novel supramolecular architectures in group 13 perfluoroaryl complexes. Synthesis and structures of [AlMe (C 6 F 5)(μ-Me)] 2 and GaMe (C 6 F 5) 2,2003.0,Gregory S Hair and Alan H Cowley and John D Gorden and Jamie N Jones and Richard A Jones and Charles LB Macdonald,,Chemical Communications,3,424-425,Royal Society of Chemistry,,True,J666WVMAAAAJ:-ZoC36zw86wC,19,,14080284458075866152,/scholar?cites=14080284458075866152,,,0,0,0
42562,Anisotropic 11B and 13C NMR Interaction Tensors in Decamethylcyclopentadienyl Boron Complexes,2002.0,Robert W Schurko and Ivan Hung and Siri Schauff and Charles LB Macdonald and Alan H Cowley,106.0,The Journal of Physical Chemistry A,43,10096-10107,American Chemical Society,,True,J666WVMAAAAJ:lmc2jWPfTJgC,19,,2947606178199676076,/scholar?cites=2947606178199676076,,,0,0,0
42563,[Mes2SbCu (PMe3) 2] 2. das erste Cu1‐Antimonid,1989.0,Alan H Cowley and Richard A Jones and Christine M Nunn and Donald L Westmoreland,101.0,Angewandte Chemie,8,1089-1090,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:z8nqeaKD1nsC,19,,6957035105931762799,/scholar?cites=6957035105931762799,,,0,0,0
42564,Growth of polycrystalline calcium fluoride via low-temperature organometallic chemical vapor deposition,1989.0,Michael J Benac and Alan H Cowley and Richard A Jones and Al F Tasch Jr,1.0,Chemistry of Materials,3,289-290,American Chemical Society,,True,J666WVMAAAAJ:Cvh0bltMcLgC,19,,10651148376082117870,/scholar?cites=10651148376082117870,,,0,0,0
42565,Bis (ylides) of phosphorus (V) and their structural isomers: an ab initio study,1988.0,Kerwin D Dobbs and James E Boggs and Andrew R Barron and Alan H Cowley,92.0,The Journal of Physical Chemistry,17,4886-4892,American Chemical Society,,True,J666WVMAAAAJ:o4Qvs5Y5TLQC,19,,17928966100984415266,/scholar?cites=17928966100984415266,,,0,0,0
42566,Preparation and structure of an unsupported arsoxane (RAsO) ring,1987.0,Atta M Arif and Alan H Cowley and Marek Pakulski,,"Journal of the Chemical Society, Chemical Communications",3,165-166,Royal Society of Chemistry,,True,J666WVMAAAAJ:NMxIlDl6LWMC,19,,633271129551100056,/scholar?cites=633271129551100056,,,0,0,0
42567,Oxoalkyls of rhenium-(V) and-(VI). X-Ray crystal structures of (Me 4 ReO) 2 Mg (thf) 4.[(Me 3 SiCH 2) 4 ReO] 2 Mg (thf) 2. Re 2 O 3 Me 6 and Re 2 O 3 (CH 2 SiMe 3) 6,1985.0,Pericles Stavropoulos and Peter G Edwards and Geoffrey Wilkinson and Majid Motevalli and KM Abdul Malik and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",10,2167-2175,Royal Society of Chemistry,,True,J666WVMAAAAJ:nqdriD65xNoC,19,,6980424503740574318,/scholar?cites=6980424503740574318,,,0,0,0
42568,A photoelectron spectroscopic-molecular orbital study of sulfur tetrafluoride and related fluorosulfuranes,1979.0,AH Cowley and M Lattman and ML Walker,101.0,Journal of the American Chemical Society,15,4074-4080,American Chemical Society,,True,J666WVMAAAAJ:BqipwSGYUEgC,19,,651936795555198117,/scholar?cites=651936795555198117,,,0,0,0
42569,Dimethylzinc,1979.0,A Lee Galyer and Geoffrey Wilkinson and EC Ashby and Monsief Bell Assoued,19.0,Inorganic Syntheses,,253-257,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:d4tt_xEv1X8C,19,,9184957956932185134,/scholar?cites=9184957956932185134,,,0,0,0
42570,Dynamic nuclear magnetic resonance study of diisopropylaminotetrafluorophosphorane. Ground state geometry and barriers to fluxional processes,1975.0,Alan H Cowley and Ron W Braun and John W Gilje,97.0,Journal of the American Chemical Society,2,434-436,American Chemical Society,,True,J666WVMAAAAJ:wUn16MOA3RoC,19,,7260430102818707742,/scholar?cites=7260430102818707742,,,0,0,0
42571,Rhenium and molybdenum compounds containing quadruple bonds,1972.0,Alicia B Brignole and FA Cotton and Z Dori and Z Dori and Z Dori and G Wilkinson,13.0,Inorganic Syntheses,,81-89,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:XiSMed-E-HIC,19,,1172074237400241489,/scholar?cites=1172074237400241489,,,0,0,0
42572,Homogeneous hydrogenation of α-olefins using hydridocarbonyltris (triphenylphosphine) rhodium (I),1968.0,Charmian O'Connor and G Yagupsky and D Evans and G Wilkinson,,Chemical Communications (London),7,420-421,Royal Society of Chemistry,,True,J666WVMAAAAJ:rbGdIwl2e6cC,19,,8634117333855647150,/scholar?cites=8634117333855647150,,,0,0,0
42573,trans‐Dichlorotetra(pyridine)Rhodium(III) Salts,1967.0,RD Gillard and G Wilkinson and GW Parshall,10.0,Inorganic Syntheses,,64-67,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:H8haQKU-3ZsC,19,,17845736370129851639,/scholar?cites=17845736370129851639,,,0,0,0
42574,A Four-Membered Arsenic Ring1,1966.0,AH Cowley and Anton B Burg and WR Cullen,88.0,Journal of the American Chemical Society,13,3178-3179,American Chemical Society,,True,J666WVMAAAAJ:dJ_BR67V0s4C,19,,14706699453831387675,/scholar?cites=14706699453831387675,,,0,0,0
42575,FLUOROCARBON TRANSITION METAL COMPLEXES,1960.0,KF Watterson and G Wilkinson,,,,1358-1358,SOC CHEMICAL INDUSTRY,,True,J666WVMAAAAJ:mJbmKSuM8toC,19,,12014194436546062518,/scholar?cites=12014194436546062518,,,0,0,0
42576,Molybdenum (II) carboxylates,1960.0,E Bannister and G Wilkinson,,,,319-319,SOC CHEMICAL INDUSTRY,,True,J666WVMAAAAJ:e5wmG9Sq2KIC,19,,443847839719049477,/scholar?cites=443847839719049477,,,0,0,0
42577,Heats of Combustion and Formation of Bis-benzenechromium,1959.0,AK Fischer and FA Cotton and G Wilkinson,63.0,The Journal of Physical Chemistry,2,154-155,American Chemical Society,,True,J666WVMAAAAJ:aVq8r21TQD4C,19,,14999680021468911721,/scholar?cites=14999680021468911721,,,0,0,0
42578,PERFLUOROLEFIN TRANSITION METAL COMPLEXES,1959.0,KF Watterson and G Wilkinson,,,,991-991,SOC CHEMICAL INDUSTRY,,True,J666WVMAAAAJ:peNFRSk4lDYC,19,,15662518995277634397,/scholar?cites=15662518995277634397,,,0,0,0
42579,Cycloheptatriene Metal Complexes,1958.0,EW Abel and MA Bennett and G Wilkinson,,,,152-153,ROYAL SOC CHEMISTRY,,True,J666WVMAAAAJ:aqlVkmm33-oC,19,,305084159875130987,/scholar?cites=305084159875130987,,,0,0,0
42580,Isolation of C–H⋯ C (π) complexes from the reaction of stable carbenes with hydrocarbons,2003.0,Silvia Filipponi and Jamie N Jones and Jennifer A Johnson and Alan H Cowley and Fabrizia Grepioni and Dario Braga,,Chemical Communications,21,2716-2717,Royal Society of Chemistry,,True,J666WVMAAAAJ:Sw8WaQuuSIgC,18,,18146487065002545053,/scholar?cites=18146487065002545053,,,0,0,0
42581,Synthesis and structural characterization of some monomeric group 13 amides,1999.0,Joel S Silverman and Claire J Carmalt and Alan H Cowley and Robert D Culp and Richard A Jones and Brian G McBurnett,38.0,Inorganic Chemistry,2,296-300,American Chemical Society,,True,J666WVMAAAAJ:Mojj43d5GZwC,18,,1753380093983132359,/scholar?cites=1753380093983132359,,,0,0,0
42582,Imido and oxo compounds of chromium-(V) and-(VI) and of molybdenum-and tungsten-(VI),1993.0,Hon-wah Lam and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",10,1477-1482,Royal Society of Chemistry,,True,J666WVMAAAAJ:9VeumLvkZSQC,18,,11718687044576004071,/scholar?cites=11718687044576004071,,,0,0,0
42583,STEPWISE LITHIATION AND SILYLATION OF STANNOCENE,1984.0,AH Cowley and P Jutzi and FX Kohl and JG Lasch and NC Norman and E.+ SCHLUETER,15.0,Chemischer Informationsdienst,48,no-no,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:1sJd4Hv_s6UC,18,,1109384355913333275,/scholar?cites=1109384355913333275,,,0,0,0
42584,1. 2-Bis (dimethylphosphino) ethane (dmpe) alkyl compounds of zirconium (IV) and hafnium (IV). Crystal structures of ZrMe 4 (dmpe) 2 and Zr (CH 2 PH) 4 (dmpe),1984.0,Gregory S Girolami and Geoffrey Wilkinson and Mark Thornton-Pett and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",12,2789-2794,Royal Society of Chemistry,,True,J666WVMAAAAJ:dfsIfKJdRG4C,18,,927943057292293195,/scholar?cites=927943057292293195,,,0,0,0
42585,Rings. clusters. and polymers of the main group elements,1983.0,Alan H Cowley,,,,,American Chemical Society,,True,J666WVMAAAAJ:00hq1xGbIBsC,18,,17545492274709551820,/scholar?cites=17545492274709551820,,,0,0,0
42586,Reaction of (tris (trimethylsilyl) silyl) lithium with halophosphines. A novel silicon-halogen exchange reaction,1982.0,AH Cowley and TH Newman,1.0,Organometallics,10,1412-1413,American Chemical Society,,True,J666WVMAAAAJ:QyXJ3EUuO1IC,18,,5314699229946693046,/scholar?cites=5314699229946693046,,,0,0,0
42587,π-Arene and π-Phenoxo Complexes of Ruthenium and Rhodium,1976.0,David J Cole-Hamilton and Robert J Young and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",19,1995-2001,Royal Society of Chemistry,,True,J666WVMAAAAJ:Vr2j17o0sqMC,18,,7526888718275737730,/scholar?cites=7526888718275737730,,,0,0,0
42588,Syntheses of carbon monoxide. cyclopentadienyl and related compounds of transition metals containing the η 1-or η 2-dimethylaminomethyl ligand,1975.0,Clifford W Fong and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",11,1100-1104,Royal Society of Chemistry,,True,J666WVMAAAAJ:m8MyhXdlT-4C,18,,17684665551568540067,/scholar?cites=17684665551568540067,,,0,0,0
42589,The Pentafluorophenyl-Phosphorus Ring System,1966.0,AH Cowley and RP Pinnell,88.0,Journal of the American Chemical Society,19,4533-4534,American Chemical Society,,True,J666WVMAAAAJ:AYInfyleIOsC,18,,6337845898472427722,/scholar?cites=6337845898472427722,,,0,0,0
42590,353. Catalytic approaches to complex compounds of rhodium (III),1965.0,RD Gillard and JA Osborn and G Wilkinson,,Journal of the Chemical Society (Resumed),,1951-1965,Royal Society of Chemistry,,True,J666WVMAAAAJ:YXeC4bxG7-IC,18,,18201780158760464931,/scholar?cites=18201780158760464931,,,0,0,0
42591,Reaction of Tetrafluoroethylene with Pentacyanocobaltate Ions and with Reduced Vitamin B12,1964.0,MJ Mays and G Wilkinson,203.0,Nature,4950,1167,Nature Publishing Group,,True,J666WVMAAAAJ:KlAtU1dfN6UC,18,,230420343197758461,/scholar?cites=230420343197758461,,,0,0,0
42592,275. Complex cyanides of rhenium,1960.0,R Colton and RD Peacock and G Wilkinson,,Journal of the Chemical Society (Resumed),,1374-1378,Royal Society of Chemistry,,True,J666WVMAAAAJ:kvJssbFybhEC,18,,11724352747702297999,/scholar?cites=11724352747702297999,,,0,0,0
42593,Synthesis. crystal structure and photophysical properties of lanthanide coordination polymers of 4-[4-(9 H-carbazol-9-yl) butoxy] benzoate: the effect of bidentate nitrogen …,2012.0,Shyni Raphael and MLP Reddy and Kalyan V Vasudevan and Alan H Cowley,41.0,Dalton Transactions,48,14671-14682,Royal Society of Chemistry,,True,J666WVMAAAAJ:A8cqit5AE6sC,17,,6472542831776228959,/scholar?cites=6472542831776228959,,,0,0,0
42594,Naphthalene‐Mediated Electronic Communication in Tetrakis (imino) pyracene Complexes,2009.0,Kalyan V Vasudevan and Ignacio Vargas‐Baca and Alan H Cowley,121.0,Angewandte Chemie,44,8519-8521,WILEY‐VCH Verlag,,True,J666WVMAAAAJ:8k81kl-MbHgC,17,,191390755036748938,/scholar?cites=191390755036748938,,,0,0,0
42595,An N. N′-chelated phosphenium cation supported by a β-diketiminate ligand,2006.0,Dragoslav Vidovic and Zheng Lu and Gregor Reeske and Jennifer A Moore and Alan H Cowley,,Chemical Communications,33,3501-3503,Royal Society of Chemistry,,True,J666WVMAAAAJ:lPDSu1ZU3VAC,17,,12957722869975327992,/scholar?cites=12957722869975327992,,,0,0,0
42596,The unusual reaction of Ga (C5Me5) 3 with a nucleophilic carbene,2002.0,John D Gorden and Charles LB Macdonald and Alan H Cowley,643.0,Journal of organometallic chemistry,,487-489,Elsevier,,True,J666WVMAAAAJ:DJbcl8HfkQkC,17,,3771684288052452643,/scholar?cites=3771684288052452643,,,0,0,0
42597,Gallium–boron donor–acceptor bonds,2001.0,Ned J Hardman and Philip P Power and John D Gorden and Charles LB Macdonald and Alan H Cowley,,Chemical Communications,18,1866-1867,Royal Society of Chemistry,,True,J666WVMAAAAJ:RHpTSmoSYBkC,17,,463846036759349326,/scholar?cites=463846036759349326,,,0,0,0
42598,Synthesis and characterization of the first example of a gallocenium cation,2000.0,Charles LB Macdonald and John D Gorden and Andreas Voigt and Alan H Cowley,122.0,Journal of the American Chemical Society,47,11725-11726,American Chemical Society,,True,J666WVMAAAAJ:vRqMK49ujn8C,17,,1270623478190124362,/scholar?cites=1270623478190124362,,,0,0,0
42599,The structure of the decamethylborocenium cation: the most tightly-squeezed metallocene?,2000.0,Andreas Voigt and Silvia Filipponi and Charles LB Macdonald and John D Gorden and Alan H Cowley,,Chemical Communications,11,911-912,Royal Society of Chemistry,,True,J666WVMAAAAJ:uqZYSrDi9MMC,17,,17381342439583313059,/scholar?cites=17381342439583313059,,,0,0,0
42600,The first beryllium diorganoarsenide: synthesis and structure of (η5-C5Me5) BeAs (t-Bu) 2,1999.0,Scott L Battle and Alan H Cowley and Andreas Decken and Richard A Jones and Stefan U Koschmieder,582.0,Journal of organometallic chemistry,1,66-69,Elsevier,,True,J666WVMAAAAJ:rzmi0EmCOGEC,17,,11063550849139772889,/scholar?cites=11063550849139772889,,,0,0,0
42601,An indium (II)-indium (II) compound with intramolecular donor-acceptor bonds,1998.0,Viviana Lomelı́ and Brian G McBurnett and Alan H Cowley,562.0,Journal of organometallic chemistry,1,123-125,Elsevier,,True,J666WVMAAAAJ:F9fV5C73w3QC,17,,3953130731811712873,/scholar?cites=3953130731811712873,,,0,0,0
42602,Synthesis and X-ray crystal structure of chloro tris (tert-butylimido) manganese,1993.0,Andreas A Danopoulos and Geoffrey Wilkinson and Tracy Sweet and Michael B Hursthouse,,"Journal of the Chemical Society, Chemical Communications",6,495-496,The Royal Society of Chemistry,,True,J666WVMAAAAJ:ji7lAbPyDbYC,17,,7260951174598770342,/scholar?cites=7260951174598770342,,,0,0,0
