Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
42603,Synthesis and structure of iridium tetramesityl,1991.0,Robyn S Hay-Motherwell and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,10.0,Polyhedron,12,1457-1458,Pergamon,,True,J666WVMAAAAJ:ce2CqMG-AY4C,17,,5416988868813911407,/scholar?cites=5416988868813911407,,,0,0,0
42604,Phosphido and arsenido chemistry of tin (II). synthesis and structure of [Sn (μ-Et-Bu2) Cl] 2 (E= P. As),1988.0,Alan H Cowley and Dean M Giolando and Richard A Jones and Christine M Nunn and John M Power and Wolf-Walther du Mont,7.0,Polyhedron,14,1317-1319,Pergamon,,True,J666WVMAAAAJ:7Hz3ACDFbsoC,17,,4743058451021609123,/scholar?cites=4743058451021609123,,,0,0,0
42605,Organonitrile complexes of iron (II) and Ruthenium (II): X-ray crystal structure of trans-[Fe (NCMe) 2 (dmpe) 2](BPh4) 2,1987.0,Andrew R Barron and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,6.0,Polyhedron,5,1089-1095,Pergamon,,True,J666WVMAAAAJ:i6LplTXqhpIC,17,,15296634844130630810,/scholar?cites=15296634844130630810,,,0,0,0
42606,A novel diphosphorus-molybdenum ring system,1986.0,Atta M Arif and Alan H Cowley and Marek Pakulski and Gillian J Thomas,5.0,Polyhedron,10,1651-1653,Pergamon,,True,J666WVMAAAAJ:5uu-MYFt2EcC,17,,17832773382722287796,/scholar?cites=17832773382722287796,,,0,0,0
42607,A new approach to the formation of phosphorus–phosphorus double bonds,1983.0,Alan H Cowley and Jan E Kilduff and Sushil K Mehrotra and Nicholas C Norman and Marek Pakulski,,"Journal of the Chemical Society, Chemical Communications",9,528-529,Royal Society of Chemistry,,True,J666WVMAAAAJ:CNPyR2KL9-0C,17,,6573814810523094907,/scholar?cites=6573814810523094907,,,0,0,0
42608,Preparation and properties of 1-adamantylmethyl and adamantyl complexes of transition metals,1980.0,Manfred Bochmann and Geoffrey Wilkinson and G Brent Young,,"Journal of the Chemical Society, Dalton Transactions",10,1879-1887,Royal Society of Chemistry,,True,J666WVMAAAAJ:R3hNpaxXUhUC,17,,438507525917882749,/scholar?cites=438507525917882749,,,0,0,0
42609,(Trifluoromethyl) sulfur trifluoride. An improved synthesis. new NMR data. and stereochemistry,1978.0,RW Braun and AH Cowley and MC Cushner and RJ Lagow,17.0,Inorganic Chemistry,6,1679-1681,American Chemical Society,,True,J666WVMAAAAJ:_9Xh93LWpsYC,17,,10508498039731938114,/scholar?cites=10508498039731938114,,,0,0,0
42610,Sign changes in the nitrogen-15-phosphorus-31 directly bonded coupling constant,1974.0,Jerald R Schweiger and Alan H Cowley and Edward A Cohen and Paulus A Kroon and Stanley L Manatt,96.0,Journal of the American Chemical Society,22,7122-7123,American Chemical Society,,True,J666WVMAAAAJ:yJjnfzR0HrkC,17,,9047282883332481307,/scholar?cites=9047282883332481307,,,0,0,0
42611,Triiron dodecacarbonyl,1966.0,W McFarlane and G Wilkinson and W Hübel,8.0,Inorganic Syntheses,,181-183,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:wUCFpcnEedwC,17,,16642577990436564482,/scholar?cites=16642577990436564482,,,0,0,0
42612,New diene and carbonyl complexes of ruthenium (II),1966.0,SD Robinson and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,300-301,Royal Society of Chemistry,,True,J666WVMAAAAJ:rTD5ala9j4wC,17,,5797449117136097887,/scholar?cites=5797449117136097887,,,0,0,0
42613,SOME OBSERVATIONS ON RHODIUM-OLEFIN COMPLEXES,1961.0,MA Bennett and G Wilkinson,,,,1418-&,ROYAL SOC CHEMISTRY,,True,J666WVMAAAAJ:IvSMUa3B7yYC,17,,11278315054225060179,/scholar?cites=11278315054225060179,,,0,0,0
42614,AN ACETYLENE-CYANIDE COMPLEX OF COBALT (III),1959.0,WP Griffith and G Wilkinson,,,,1629-1630,ROYAL SOC CHEMISTRY,,True,J666WVMAAAAJ:S_fw-_riRmcC,17,,15169458912512582629,/scholar?cites=15169458912512582629,,,0,0,0
42615,Antimony Trichloride Substitution Compounds with Nickel and Iron Carbonyls,1951.0,Geoffrey Wilkinson,73.0,Journal of the American Chemical Society,11,5502-5503,American Chemical Society,,True,J666WVMAAAAJ:AbQWx2m_oG8C,17,,16921169715946597582,/scholar?cites=16921169715946597582,,,0,0,0
42616,Exceptionally efficient catalytic hydrodechlorination of persistent organic pollutants: application of new sterically shielded palladium carbene complexes,2014.0,Vagiz Sh Saberov and Daniel A Evans and Nikolai I Korotkikh and Alan H Cowley and Tatyana M Pekhtereva and Anatolii F Popov and Oles P Shvaika,43.0,Dalton Transactions,48,18117-18122,Royal Society of Chemistry,,True,J666WVMAAAAJ:X0DADzN9RKwC,16,,6935367586863875521,/scholar?cites=6935367586863875521,,,0,0,0
42617,Bis (imino) acenaphthene (BIAN)-supported palladium (II) carbene complexes as effective C–C coupling catalysts and solvent effects in organic and aqueous media,2014.0,Katherine A Crawford and Alan H Cowley and Simon M Humphrey,4.0,Catalysis Science & Technology,5,1456-1464,Royal Society of Chemistry,,True,J666WVMAAAAJ:LdasjJ6CEcoC,16,,4732677539102203959,/scholar?cites=4732677539102203959,,,0,0,0
42618,Syntheses. structures and antimicrobial activities of bis (imino) acenaphthene (bian) imidazolium salts,2011.0,Rachel R Butorac and Salem S Al-Deyab and Alan H Cowley,16.0,Molecules,4,3168-3178,Molecular Diversity Preservation International,,True,J666WVMAAAAJ:G7txJ4jiatkC,16,,14137664461720660474,/scholar?cites=14137664461720660474,,,0,0,0
42619,Group 13 decamethylmetallocenium cations,2008.0,Charles LB Macdonald and John D Gorden and Andreas Voigt and Silvia Filipponi and Alan H Cowley,,Dalton Transactions,9,1161-1176,Royal Society of Chemistry,,True,J666WVMAAAAJ:umqufdRvDiIC,16,,3638059298304018083,/scholar?cites=3638059298304018083,,,0,0,0
42620,A β-diketiminato hydroxyphosphenium cation: phosphinous acid–secondary phosphine oxide tautomerism revisited,2008.0,Zheng Lu and Michael Findlater and Alan H Cowley,,Chemical Communications,2,184-186,Royal Society of Chemistry,,True,J666WVMAAAAJ:a0OBvERweLwC,16,,953316203220440449,/scholar?cites=953316203220440449,,,0,0,0
42621,An intramolecularly stabilized arylboron dibromide,1998.0,David S Brown and Claire J Carmalt and Alan H Cowley and Andreas Decken and Harold S Isom,9.0,Heteroatom Chemistry,1,79-83,VCH Publishers. Inc.,,True,J666WVMAAAAJ:Jxw8hHINxX0C,16,,17755856725588423969,/scholar?cites=17755856725588423969,,,0,0,0
42622,Main group chemistry with arms,1996.0,CJ Carmalt and AH Cowley,4.0,Main Group Chemistry News,,4-10,,,True,J666WVMAAAAJ:l6Q3WhenKVUC,16,,8956553590690075868,/scholar?cites=8956553590690075868,,,0,0,0
42623,Intramolecularly Base-Stabilized Group 13 Aryloxide Complexes,1995.0,David A Atwood and Alan H Cowley and Rodney D Schluter and Marcus R Bond and Carl J Carrano,34.0,Inorganic Chemistry,8,2186-2189,American Chemical Society,,True,J666WVMAAAAJ:Q3-QASNKTMEC,16,,11307848664641156876,/scholar?cites=11307848664641156876,,,0,0,0
42624,Überraschende Bildung eines Carboran‐substituierten Digallans,1995.0,Anil K Saxena and Hongming Zhang and John A Maguire and Narayan S Hosmane and Alan H Cowley,107.0,Angewandte Chemie,3,378-380,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:uc_IGeMz5qoC,16,,2485747522898364214,/scholar?cites=2485747522898364214,,,0,0,0
42625,Chemistry of C-Trimethylsilyl-Substituted Heterocarboranes. 14. Syntheses of closo-Indacarboranes and Their Reactivity toward a Bis (bidentate) Lewis Base. 2. 2'-Bipyrimidine …,1994.0,Narayan S Hosmane and Kai-Juan Lu and Anil K Saxena and Hongming Zhang and John A Maguire and Alan H Cowley and Rodney D Schluter,13.0,Organometallics,3,979-988,American Chemical Society,,True,J666WVMAAAAJ:JavbeY_VQWIC,16,,13537057475252457001,/scholar?cites=13537057475252457001,,,0,0,0
42626,Monomeric arsinoboranes. The question of arsenic-boron π-bonding,1993.0,Miguel A Mardones and Alan H Cowley and Leopoldo Contreras and Richard A Jones and Carl J Carrano,455.0,Journal of organometallic chemistry,1-2,C1-C2,Elsevier,,True,J666WVMAAAAJ:yxmsSjX2EkcC,16,,4953691359692202462,/scholar?cites=4953691359692202462,,,0,0,0
42627,Structural characterization of a dialkylgallium cation: X-ray crystal structure of [Me2Ga (tBuNH2) 2] Br,1992.0,David A Atwood and Richard A Jones and Alan H Cowley and Simon G Bott and Jerry L Atwood,425.0,Journal of organometallic chemistry,1-2,C1-C3,Elsevier,,True,J666WVMAAAAJ:mnAcAzq93VMC,16,,14896611689995342210,/scholar?cites=14896611689995342210,,,0,0,0
42628,Formation of the Diphosphatricyclo[2.1.0.02.5]pentane Ring System via Phosphaalkyne Dimerization and Carbon Monoxide Incorporation,1988.0,Andrew R Barron and Alan H Cowley and Stephen W Hall and Christine M Nunn,27.0,Angewandte Chemie International Edition in English,6,837-838,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:TGkaJS32XoUC,16,,8395319735522057901,/scholar?cites=8395319735522057901,,,0,0,0
42629,Structural studies on bulky phosphines: X-ray crystal structures of [2. 4. 6-(t-Bu) 3C6H2P (SiMe3) 2] and,1987.0,AH Cowley and M Pakulski and NC Norman,6.0,Polyhedron,5,915-919,Pergamon,,True,J666WVMAAAAJ:Y0RG-0fxPaAC,16,,13675124658766172738,/scholar?cites=13675124658766172738,,,0,0,0
42630,The chemistry of chromium nitrile complexes of 1. 2-bis (dimethylphosphino)-ethane. X-Ray crystal structures of trans-[Cr IV Cl (NEt)(dmpe) 2] CF 3 SO 3. trans-[Cr IV (N …,1987.0,Andrew R Barron and Julian E Salt and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",12,2947-2954,Royal Society of Chemistry,,True,J666WVMAAAAJ:ns9cj8rnVeAC,16,,681960338792401081,/scholar?cites=681960338792401081,,,0,0,0
42631,Stereochemistry of N. N-bis (trimethylsilyl) amino-and N-tert-butyl-N-(trimethylsilyl) aminobis (trifluoromethyl) phosphine,1975.0,Robert H Neilson and R Chung-Yi Lee and Alan H Cowley,97.0,Journal of the American Chemical Society,18,5302-5303,American Chemical Society,,True,J666WVMAAAAJ:-_dYPAW6P2MC,16,,2387339531815147608,/scholar?cites=2387339531815147608,,,0,0,0
42632,NMR‐UNTERSUCHUNG DER DONATOR‐AKZEPTOR‐BINDUNG IN PHOSPHIN‐BORAN‐KOMPLEXEN (I),1972.0,ALAN H COWLEY and M CRISTINA DAMASCO,3.0,Chemischer Informationsdienst,9,no-no,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:rFyVMFCKTwsC,16,,9389985277470309400,/scholar?cites=9389985277470309400,,,0,0,0
42633,Rhenium (III) Iodide,1963.0,L Malatesta and Colin Lock and Geoffrey Wilkinson,7.0,Inorganic Syntheses,,185-189,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:abG-DnoFyZgC,16,,1058734026097748857,/scholar?cites=1058734026097748857,,,0,0,0
42634,On the question of octahedral binding in bis-cyclopentadienyl compounds,1954.0,FA Cotton and G Wilkinson,9.0,Zeitschrift für Naturforschung B,7,453-456,Verlag der Zeitschrift für Naturforschung,,True,J666WVMAAAAJ:7CU1mCQUTf4C,16,,17131819645057751871,/scholar?cites=17131819645057751871,,,0,0,0
42635,SYNTHESIS. STUDY. AND APPLICATIONS OF POLYMERIC N-HETEROCYCLIC CARBENES,2010.0,Adam B Powell and Christopher W Bielawski and Alan H Cowley,31.0,Comments on Inorganic Chemistry,3-4,75-82,Taylor & Francis Group,,True,J666WVMAAAAJ:Oj-SLI0tZTcC,15,,11879799958058560027,/scholar?cites=11879799958058560027,,,0,0,0
42636,Tandem Transformations Of 1. 2. 4-Triazol-5-Ylidenes Into 5-Amidino-1. 2. 4-Triazoles,2007.0,Nikolai I Korotkikh and Natalia V Glinyanaya and Alan H Cowley and Jennifer A Moore and Arthur V Knishevitsky and Tatyana M Pekhtereva and Oles P Shvaika,,,,,,,True,J666WVMAAAAJ:Cy13deThEpcC,15,,15321209356854127530,/scholar?cites=15321209356854127530,,,0,0,0
42637,Complexes of 1. 2-bis (aryl-imino) acenaphthene (Ar-BIAN) ligands with some heavy p-block elements,2006.0,Nicholas J Hill and Gregor Reeske and Jennifer A Moore and Alan H Cowley,,Dalton Transactions,40,4838-4844,Royal Society of Chemistry,,True,J666WVMAAAAJ:hEXC_dOfxuUC,15,,10775298861482411975,/scholar?cites=10775298861482411975,,,0,0,0
42638,Arsenic (III) chloride,1996.0,Sushil K Pandey and Alexander Steiner and Herbert W Roesky and Smuruthi Kamepalli and Alan H Cowley,31.0,Inorganic syntheses,,148-150,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:-nhnvRiOwuoC,15,,5586469486292459802,/scholar?cites=5586469486292459802,,,0,0,0
42639,Synthesis and x-ray crystal structure of tetrakis [bis (1. 2-dimethylphosphino) ethane] disilver (i) bis (tetraphenylborate),1991.0,Váhe Saboonchian and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,10.0,Polyhedron,7,737-739,Pergamon,,True,J666WVMAAAAJ:j5aT6aphRxQC,15,,9098158552606411943,/scholar?cites=9098158552606411943,,,0,0,0
42640,Bis [1. 2-bis (dimethylphosphino) ethane] dichlorotungsten (II) and its reactions. X-ray crystal structures of bis [1. 2-bis (dimethylphosphino) ethane] tetrachlorotungsten (V …,1991.0,Vahé Saboonchian and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,10.0,Polyhedron,6,595-603,Pergamon,,True,J666WVMAAAAJ:KS-xo-ZNxMsC,15,,7625506415869209683,/scholar?cites=7625506415869209683,,,0,0,0
42641,Structure of tetramesityldistibane,1990.0,AH Cowley and CM Nunn and DL Westmoreland,46.0,Acta Crystallographica Section C: Crystal Structure Communications,5,774-776,International Union of Crystallography,,True,J666WVMAAAAJ:H-3wYkpcA84C,15,,15103870161437073108,/scholar?cites=15103870161437073108,,,0,0,0
42642,(Dithiocarbamato) iron (II) complexes: photochemical chelation and ligand exchange. comparison with electron-transfer processes. and x-ray crystal structures of Fe (. eta. 5 …,1990.0,Marie Helene Desbois and Christine M Nunn and Alan H Cowley and Didier Astruc,9.0,Organometallics,3,640-645,American Chemical Society,,True,J666WVMAAAAJ:polMJLZb0X8C,15,,17389536091998304819,/scholar?cites=17389536091998304819,,,0,0,0
42643,Organocyclophosphanes,1989.0,M Baudler and K Glinka and AH Cowley and M Pakulski,25.0,Inorganic Syntheses,,1-5,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:TIZ-Mc8IlK0C,15,,2823527282831516520,/scholar?cites=2823527282831516520,,,0,0,0
42644,Synthesis and structures of phosphinidene and phosphido complexes of iron and cobalt,1988.0,Atta M Arif and Alan H Cowley and Marek Pakulski and Mary-Ann Pearsall and William Clegg and Nicholas C Norman and A Guy Orpen,,"Journal of the Chemical Society, Dalton Transactions",11,2713-2721,Royal Society of Chemistry,,True,J666WVMAAAAJ:SdhP9T11ey4C,15,,1997599538841184810,/scholar?cites=1997599538841184810,,,0,0,0
42645,(η 2-Acetonitrile) bis (η 5-cyclopentadienyl) molybdenum (II): the first structurally characterized complex containing an η 2-nitrile ligand,1986.0,Thomas C Wright and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",9,2017-2019,Royal Society of Chemistry,,True,J666WVMAAAAJ:aDl3D7KC1E4C,15,,8394308376579264260,/scholar?cites=8394308376579264260,,,0,0,0
42646,Tertiary phosphine borohydrido complexes of chromium. tungsten and rhenium: crystal structure of trans-hydrido (η2-tetrahydroborato) bis [1. 2-bis (dimethylphosphino) ethane …,1986.0,Andrew R Barron and Julian E Salt and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,5.0,Polyhedron,11,1833-1837,Pergamon,,True,J666WVMAAAAJ:kUhpeDhEZMUC,15,,8257499695334646207,/scholar?cites=8257499695334646207,,,0,0,0
42647,Reaction of transition-metal carbonylate anions and 1. 1. 1-tris (halogenomethyl) ethane. X-Ray crystal structures of tricarbonyl (η 5-cyclopentadienyl)(1 …,1985.0,Ronaldo Poli and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",5,931-939,Royal Society of Chemistry,,True,J666WVMAAAAJ:onKP9CxGSkIC,15,,11935048287021092234,/scholar?cites=11935048287021092234,,,0,0,0
42648,Trimethylphosphine polyhydrides of tungsten and rhenium,1985.0,David Lyons and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",3,587-590,Royal Society of Chemistry,,True,J666WVMAAAAJ:jRIwE-1ttnoC,15,,11481471158843988008,/scholar?cites=11481471158843988008,,,0,0,0
42649,Alkyl and hydrido derivatives of tetrakis (trimethylphosphine) osmium (II). X-Ray crystal structure of the metallacycle Os [(CH 2) 2 SiMe 2](PMe 3) 4,1984.0,Torsten Behling and Gregory S Girolami and Geoffrey Wilkinson and Richard G Somerville and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",5,877-881,Royal Society of Chemistry,,True,J666WVMAAAAJ:tfDI-GPdlUQC,15,,14256199224216537688,/scholar?cites=14256199224216537688,,,0,0,0
42650,Synthesis and Structure of a Diarsenechromium Complex with an Unsupported Arsenic‐Arsenic Double Bond,1983.0,Alan H Cowley and Jon G Lasch and Nicholas C Norman and Marek Pakulski,22.0,Angewandte Chemie International Edition in English,12,978-979,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:S0CDQJw8Yr4C,15,,14302049276884137254,/scholar?cites=14302049276884137254,,,0,0,0
42651,Bis (diphenylphosphino) methane trimethylphosphine alkyl and η5-cyclopentadienyl compounds of rhodium (I); 31P {1H} two dimensional δ/J resolved and Overhauser effect nuclear …,1982.0,Kwok W Chiu and Henry S Rzepa and Richard N Sheppard and Geoffrey Wilkinson and Wai-Kwok Wong,1.0,Polyhedron,11-12,809-817,Pergamon,,True,J666WVMAAAAJ:OkrdTXRNpVkC,15,,15753207291772158240,/scholar?cites=15753207291772158240,,,0,0,0
42652,Tertiary phosphine adducts of manganese (II) dialkyls: synthesis and X-ray crystal structure of bis (trimethylphosphine) bis (trimethylsilylmethyl) bis (µ-trimethylsilylmethyl …,1982.0,J Iwan Davies and Christopher G Howard and Andrzej C Skapski and Geoffrey Wilkinson,,"Journal of the Chemical Society, Chemical Communications",18,1077-1078,Royal Society of Chemistry,,True,J666WVMAAAAJ:43LB_KcVqeAC,15,,14871710225390977467,/scholar?cites=14871710225390977467,,,0,0,0
42653,A NOVEL LINEAR O‐RE‐O‐RE‐O‐RE‐O SYSTEM: THE SYNTHESIS AND X‐RAY STRUCTURE OF DI‐μ‐OXO‐BIS ((NN′‐ETHYLENEBIS (ACETYLACETIMINATO)) OXORHENIUM (V))(NN′‐ETHYLENE# BIS …,1980.0,MAA DE CT CARRONDO and AR Middleton and AC Skapski and AP West and G Wilkinson,11.0,Chemischer Informationsdienst,16,no-no,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:vDijr-p_gm4C,15,,6157883977809198567,/scholar?cites=6157883977809198567,,,0,0,0
42654,A novel diphosphorus zwitterion,1979.0,Alan H Cowley and Rosalind Chung-Yi Lee,18.0,Inorganic Chemistry,1,60-63,American Chemical Society,,True,J666WVMAAAAJ:1wZ_wKGpLuwC,15,,11400419209139902438,/scholar?cites=11400419209139902438,,,0,0,0
42655,LASER‐RAMAN‐UND INFRAROT‐SPEKTREN VON PENTACYCLOPROPYLANTIMON (V). EINEM NEUEN QUADRATISCH‐PYRAMIDALEN MOLEKUEL. SYNTH. VON TRICYCLOPROPYLSTIBIN UND PENTACYCLOPROPYLANTIMON (V),1971.0,ALAN H COWLEY and JERRY L MILLS and THOMAS M LOEHR and THOMAS VEACH II LONG,2.0,Chemischer Informationsdienst. Organische Chemie,31,no-no,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:yeKNu01O_4gC,15,,15794620251440179617,/scholar?cites=15794620251440179617,,,0,0,0
42656,CARBOXYLATES OF PALLADIUM. PLATINUM AND RUTHENIUM,1964.0,SM Morehouse and AR Powell and JP Heffer and TA Stephenson and G Wilkinson,,,,544-544,SOC CHEMICAL INDUSTRY,,True,J666WVMAAAAJ:HmWvvuJwtxYC,15,,15262337499996238840,/scholar?cites=15262337499996238840,,,0,0,0
