id,abstract,author,cites,cites_id,journal,number,pages,publisher,title,url,volume,year,citation_link,id_citations
7010,"Modern general-purpose detectors at high-energy colliders are based on the concept of cylindrical detection layers, nested around the beam axis. Starting from the beam interaction region, particles first enter a tracker, in which charged-particle trajectories (tracks) and origins (vertices) are reconstructed from signals (hits) in the sensitive layers. The tracker is immersed in a magnetic field that bends the trajectories and allows the electric charges and momenta of charged particles to be measured. Electrons and photons are then absorbed in an electromagnetic calorimeter (ECAL). The corresponding electromagnetic showers are detected as clusters of energy recorded in neighbouring cells, from which the energy and direction of the particles can be determined. Charged and neutral hadrons may initiate a hadronic shower in the ECAL as well, which is subsequently fully absorbed in the hadron calorimeter (HCAL …",Albert M Sirunyan and Armen Tumasyan and Wolfgang Adam and Ece Asilar and Thomas Bergauer and Johannes Brandstetter and Erica Brondolin and Marko Dragicevic and Janos Erö and Martin Flechl and Markus Friedl and Rudolf Fruehwirth and Vasile Mihai Ghete and Christian Hartl and N Hörmann and Josef Hrubec and Manfred Jeitler and Axel König and I Krtschmer and Dietrich Liko and Takashi Matsushita and Ivan Mikulec and Dinyar Rabady and Navid Rad and Babak Rahbaran and Herbert Rohringer and Jochen Schieck and Josef Strauss and Wolfgang Waltenberger and C-E Wulz and Oleg Dvornikov and Vladimir Makarenko and Vladimir Mossolov and J Suarez Gonzalez and Vladimir Zykunov and Nikolai Shumeiko and Sara Alderweireldt and Eddi A De Wolf and Xavier Janssen and Jasper Lauwers and Merijn Van De Klundert and Hans Van Haevermaet and Pierre Van Mechelen and Nick Van Remortel and Alex Van Spilbeeck and Shimaa Abu Zeid and Freya Blekman and Jorgen d'Hondt and Nadir Daci and Isabelle De Bruyn and Kevin Deroover and Steven Lowette and Seth Moortgat and Lieselotte Moreels and Annik Olbrechts and Quentin Python and Kirill Skovpen and Stefaan Tavernier and Walter Van Doninck and Petra Van Mulders and Isis Van Parijs and Hugues Brun and Barbara Clerbaux and Gilles De Lentdecker and Hugo Delannoy and Giuseppe Fasanella and Laurent Favart and Reza Goldouzian and Anastasia Grebenyuk and Georgia Karapostoli and Thomas Lenzi and Alexandre Léonard and Jelena Luetic and Thierry Maerschalk and Andrey Marinov and Aidan Randle-Conde and Tomislav Seva and C Vander Velde and P Vanlaer and D Vannerom and R Yonamine and F Zenoni and F Zhang and Tom Cornelis and Didar Dobur and Alexis Fagot and Muhammad Gul and Illia Khvastunov and Deniz Poyraz and Sinem Salva and R Schofbeck and Michael Tytgat and Ward Van Driessche and Efe Yazgan and Nikolaos Zaganidis and H Bakhshiansohi and O Bondu and S Brochet and G Bruno and A Caudron and S De Visscher and C Delaere and M Delcourt and B Francois and A Giammanco and A Jafari and M Komm and G Krintiras and V Lemaitre and A Magitteri and A Mertens and M Musich and K Piotrzkowski and L Quertenmont and M Selvaggi and M Vidal Marono and S Wertz and N Beliy and WL Alda Junior and FL Alves and GA Alves and L Brito and C Hensel and A Moraes and ME Pol and P Rebello Teles and E Belchior Batista Das Chagas and W Carvalho and J Chinellato and A Custódio and EM Da Costa and GG Da Silveira and D De Jesus Damiao and C De Oliveira Martins and S Fonseca De Souza and LM Huertas Guativa and H Malbouisson and D Matos Figueiredo and C Mora Herrera and L Mundim and H Nogima and WL Prado Da Silva and A Santoro and A Sznajder and EJ Tonelli Manganote and F Torres Da Silva De Araujo and A Vilela Pereira and S Ahuja and CA Bernardes and S Dogra,1691,14914600127722795605,Journal of Instrumentation,,86,Iop Publishing Ltd,Particle-flow reconstruction and global event description with the CMS detector,https://iopscience.iop.org/article/10.1088/1748-0221/12/10/P10003/meta,,2017,/scholar?cites=14914600127722795605,q_wYjF8AAAAJ:fkjBimb5U_kC
7011,"Properties of the Higgs boson with mass near 125 GeV are measured in proton-proton collisions with the CMS experiment at the LHC. Comprehensive sets of production and decay measurements are combined. The decay channels include γγ, ZZ, WW, ττ, bb, and μμ pairs. The data samples were collected in 2011 and 2012 and correspond to integrated luminosities of up to 5.1 fb− 1 at 7 TeV and up to 19.7 fb− 1 at 8 TeV. From the high-resolution γγ and ZZ channels, the mass of the Higgs boson is determined to be 125. 02",Vardan Khachatryan and AM Sirunyan and Armen Tumasyan and W Adam and T Bergauer and M Dragicevic and J Erö and M Friedl and R Frühwirth and VM Ghete and C Hartl and N Hörmann and J Hrubec and M Jeitler and W Kiesenhofer and V Knünz and M Krammer and I Krätschmer and D Liko and I Mikulec and D Rabady and B Rahbaran and H Rohringer and R Schöfbeck and J Strauss and W Treberer-Treberspurg and W Waltenberger and C-E Wulz and V Mossolov and N Shumeiko and J Suarez Gonzalez and S Alderweireldt and S Bansal and Tom Cornelis and EA De Wolf and X Janssen and A Knutsson and J Lauwers and S Luyckx and S Ochesanu and R Rougny and M Van De Klundert and H Van Haevermaet and P Van Mechelen and A Van Spilbeeck and F Blekman and S Blyweert and J D’Hondt and N Daci and N Heracleous and J Keaveney and S Lowette and M Maes and A Olbrechts and Q Python and D Strom and S Tavernier and W Van Doninck and P Van Mulders and GP Van Onsem and I Villella and C Caillol and B Clerbaux and G De Lentdecker and Didar Dobur and L Favart and APR Gay and A Grebenyuk and A Léonard and A Mohammadi and L Perniè and A Randle-Conde and T Reis and T Seva and L Thomas,1686,13736012224224038082,The European Physical Journal C,5,212,Springer Berlin Heidelberg,Precise determination of the mass of the Higgs boson and tests of compatibility of its couplings with the standard model predictions using proton collisions at 7 and 8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4433454/,75,2015,/scholar?cites=13736012224224038082,q_wYjF8AAAAJ:3htObqc8RwsC
7012,"A description is provided of the software algorithms developed for the CMS tracker both for reconstructing charged-particle trajectories in proton-proton interactions and for using the resulting tracks to estimate the positions of the LHC luminous region and individual primary-interaction vertices. Despite the very hostile environment at the LHC, the performance obtained with these algorithms is found to be excellent. For t bar t events under typical 2011 pileup conditions, the average track-reconstruction efficiency for promptly-produced charged particles with transverse momenta of p T> 0.9GeV is 94% for pseudorapidities of| η|< 0.9 and 85% for 0.9<| η|< 2.5. The inefficiency is caused mainly by hadrons that undergo nuclear interactions in the tracker material. For isolated muons, the corresponding efficiencies are essentially 100%. For isolated muons of p T= 100GeV emitted at| η|< 1.4, the resolutions are approximately …",CMS collaboration,1638,14679901831400509299,Journal of Instrumentation,10,P10009,IOP Publishing,Description and performance of track and primary-vertex reconstruction with the CMS tracker,https://iopscience.iop.org/article/10.1088/1748-0221/9/10/P10009/meta,9,2014,/scholar?cites=14679901831400509299,q_wYjF8AAAAJ:5Y1KH4bkPm0C
7013,,CMS collaboration and CMS Collaboration,1569,11623419149864738149,,,,CMS-PAS-LUM-17-001,CMS luminosity measurements for the 2016 data taking period,http://scholar.google.com/scholar?cluster=11623419149864738149&hl=en&oi=scholarr,,2017,/scholar?cites=11623419149864738149,q_wYjF8AAAAJ:38z6pN3vtwoC
7014,"At the Large Hadron Collider, the identification of jets originating from b quarks is important for searches for new physics and for measurements of standard model processes. A variety of algorithms has been developed by CMS to select b-quark jets based on variables such as the impact parameters of charged-particle tracks, the properties of reconstructed decay vertices, and the presence or absence of a lepton, or combinations thereof. The performance of these algorithms has been measured using data from proton-proton collisions at the LHC and compared with expectations based on simulation. The data used in this study were recorded in 2011 at√ s= 7 TeV for a total integrated luminosity of 5.0 fb-1. The efficiency for tagging b-quark jets has been measured in events from multijet and t-quark pair production. CMS has achieved a b-jet tagging efficiency of 85% for a light-parton misidentification probability of 10 …",CMS collaboration,1566,1675376467541146734,Journal of Instrumentation,04,P04013,IOP Publishing,Identification of b-quark jets with the CMS experiment,https://iopscience.iop.org/article/10.1088/1748-0221/8/04/P04013/meta,8,2013,/scholar?cites=1675376467541146734,q_wYjF8AAAAJ:F1-V36_CjEsC
7015,,CMS collaboration,1556,15188178430818007170,,,,CMS-PAS-PFT-10-001,Commissioning of the particle-flow event reconstruction with the first LHC collisions recorded in the CMS detector,http://scholar.google.com/scholar?cluster=15188178430818007170&hl=en&oi=scholarr,1,2010,/scholar?cites=15188178430818007170,q_wYjF8AAAAJ:TmI2AlsRohcC
7016,A measurement of the Higgs boson mass is presented based on the combined data samples of the ATLAS and CMS experiments at the CERN LHC in the H→ γ γ and H→ Z Z→ 4 ℓ decay channels. The results are obtained from a simultaneous fit to the reconstructed invariant mass peaks in the two channels and for the two experiments. The measured masses from the individual channels and the two experiments are found to be consistent among themselves. The combined measured mass of the Higgs boson is m H= 125.09±0.21 (stat)±0.11 (syst) GeV.,Georges Aad and Brad Abbott and Jalal Abdallah and R Aben and M Abolins and OS AbouZeid and H Abramowicz and H Abreu and R Abreu and Y Abulaiti and BS Acharya and L Adamczyk and DL Adams and J Adelman and S Adomeit and T Adye and AA Affolder and T Agatonovic-Jovin and JA Aguilar-Saavedra and SP Ahlen and F Ahmadov and G Aielli and H Akerstedt and TPA Åkesson and G Akimoto and AV Akimov and GL Alberghi and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and C Alexa and G Alexander and T Alexopoulos and M Alhroob and G Alimonti and L Alio and J Alison and SP Alkire and BMM Allbrooke and PP Allport and A Aloisio and A Alonso and F Alonso and C Alpigiani and A Altheimer and B Alvarez Gonzalez and D Álvarez Piqueras and MG Alviggi and BT Amadio and K Amako and Y Amaral Coutinho and C Amelung and D Amidei and SP Amor Dos Santos and A Amorim and S Amoroso and N Amram and G Amundsen and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and JK Anders and KJ Anderson and A Andreazza and V Andrei and S Angelidakis and I Angelozzi and P Anger and A Angerami and F Anghinolfi and AV Anisenkov and N Anjos and A Annovi and M Antonelli and A Antonov and J Antos and F Anulli and M Aoki and L Aperio Bella and G Arabidze and Y Arai and JP Araque and ATH Arce and FA Arduh and JF Arguin and S Argyropoulos and M Arik and AJ Armbruster and O Arnaez and V Arnal and H Arnold and M Arratia and O Arslan and A Artamonov and G Artoni and S Asai and N Asbah and A Ashkenazi and B Åsman and Lily Asquith and Ketevi Assamagan and Robert Astalos and Markus Atkinson and Naim Bora Atlay and Benjamin Auerbach and Kamil Augsten and Mathieu Aurousseau and Giuseppe Avolio and Bradley Axen and Mohamad Kassem Ayoub and Georges Azuelos and MA Baak and AE Baas and Cesare Bacci and Henri Bachacou and Konstantinos Bachas and Moritz Backes and Malte Backhaus and Elisabeta Badescu and Paolo Bagiacchi and Paolo Bagnaia and Yu Bai and Travis Bain and JT Baines and Oliver Keith Baker and Petr Balek and Thomas Balestri and Fabrice Balli and Elzbieta Banas and Sw Banerjee and Arwa AE Bannoura and Hardeep Singh Bansil and Liron Barak and SP Baranov and Elisabetta Luigia Barberio and Dario Barberis and Marlon Barbero and Teresa Barillari and Marcello Barisonzi and Timothy Barklow and Nick Barlow and Sarah Louise Barnes and BM Barnett and RM Barnett and Zuzana Barnovska,1539,663243022798658468,Physical review letters,19,191803,American Physical Society,Combined Measurement of the Higgs Boson Mass in  Collisions at  and 8 TeV with the ATLAS and CMS Experiments,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.114.191803,114,2015,/scholar?cites=663243022798658468,q_wYjF8AAAAJ:tp0eXr8pwPYC
7017,"The performance and strategies used in electron reconstruction and selection at CMS are presented based on data corresponding to an integrated luminosity of 19.7 inverse femtobarns, collected in proton-proton collisions at sqrt (s)= 8 TeV at the CERN LHC. The paper focuses on prompt isolated electrons with transverse momenta ranging from about 5 to a few 100 GeV. A detailed description is given of the algorithms used to cluster energy in the electromagnetic calorimeter and to reconstruct electron trajectories in the tracker. The electron momentum is estimated by combining the energy measurement in the calorimeter with the momentum measurement in the tracker. Benchmark selection criteria are presented, and their performances assessed using Z, Upsilon, and J/psi decays into electron-positron pairs. The spectra of the observables relevant to electron reconstruction and selection as well as their global efficiencies are well reproduced by Monte Carlo simulations. The momentum scale is calibrated with an uncertainty smaller than 0.3%. The momentum resolution for electrons produced in Z boson decays ranges from 1.7 to 4.5%, depending on electron pseudorapidity and energy loss through bremsstrahlung in the detector material.",CMS collaboration,1523,4042619685961453904,arXiv preprint arXiv:1502.02701,,,,Performance of electron reconstruction and selection with the CMS detector in proton-proton collisions at sqrt (s)= 8 TeV,https://arxiv.org/abs/1502.02701,,2015,/scholar?cites=4042619685961453904,q_wYjF8AAAAJ:FS78WRl2AkQC
7018,,CMS collaboration and CMS Collaboration,1379,12978193662619663759,,,,CMS-PAS-LUM-13-001,CMS luminosity based on pixel cluster counting—Summer 2013 update,http://scholar.google.com/scholar?cluster=12978193662619663759&hl=en&oi=scholarr,1,2013,/scholar?cites=12978193662619663759,q_wYjF8AAAAJ:hy8If-OszRcC
7019,,CMs Collaboration,1373,7345232445399901647,Cern/lhcc,,39,,Technical proposal,http://scholar.google.com/scholar?cluster=7345232445399901647&hl=en&oi=scholarr,94,1994,/scholar?cites=7345232445399901647,q_wYjF8AAAAJ:aDdGf5um_jkC
7020,,ALEPH Collaboration,1325,14617830868525031551,Phys. Lett. B,,61-75,,"DELPHI Collaborations, L3 Collaboration, OPAL Collaboration and The LEP Working Group for Higgs Boson Searches. Search for the standard model Higgs boson at LEP",http://scholar.google.com/scholar?cluster=6247502331531677852&hl=en&oi=scholarr,565,2003,/scholar?cites=14617830868525031551,q_wYjF8AAAAJ:oy0z8GdgWhYC
7021,"This paper describes the CMS trigger system and its performance during Run 1 of the LHC. The trigger system consists of two levels designed to select events of potential physics interest from a GHz (MHz) interaction rate of proton-proton (heavy ion) collisions. The first level of the trigger is implemented in hardware, and selects events containing detector signals consistent with an electron, photon, muon, tau lepton, jet, or missing transverse energy. A programmable menu of up to 128 object-based algorithms is used to select events for subsequent processing. The trigger thresholds are adjusted to the LHC instantaneous luminosity during data taking in order to restrict the output rate to 100 kHz, the upper limit imposed by the CMS readout electronics. The second level, implemented in software, further refines the purity of the output stream, selecting an average rate of 400 Hz for offline event storage. The objectives, strategy and performance of the trigger system during the LHC Run 1 are described.",CMS collaboration,1296,6236594925451814496,arXiv preprint arXiv:1609.02366,,,,The CMS trigger system,https://arxiv.org/abs/1609.02366,,2016,/scholar?cites=6236594925451814496,q_wYjF8AAAAJ:OxQqgzTNpSoC
7022,"Results on two-particle angular correlations for charged particles emitted in proton-proton collisions at center-of-mass energies of 0.9, 2.36, and 7 TeV are presented, using data collected with the CMS detector over a broad range of pseudorapidity (η) and azimuthal angle (ϕ). Short-range correlations in Δη, which are studied in minimum bias events, are characterized using a simple “independent cluster” parametrization in order to quantify their strength (cluster size) and their extent in η (cluster decay width). Long-range azimuthal correlations are studied differentially as a function of charged particle multiplicity and particle transverse momentum using a 980 nb− 1 data set at 7 TeV. In high multiplicity events, a pronounced structure emerges in the two-dimensional correlation function for particle pairs with intermediate p T of 1–3 GeV/c, 2.0<| Δη|< 4. 8 and Δϕ≈ 0. This is the first observation of such a long-range, near …",Vardan Khachatryan and AM Sirunyan and Armen Tumasyan and W Adam and T Bergauer and M Dragicevic and J Erö and C Fabjan and M Friedl and R Frühwirth and VM Ghete and J Hammer and S Hänsel and C Hartl and M Hoch and N Hörmann and J Hrubec and M Jeitler and G Kasieczka and W Kiesenhofer and M Krammer and D Liko and I Mikulec and M Pernicka and H Rohringer and R Schöfbeck and J Strauss and A Taurok and F Teischinger and W Waltenberger and G Walzel and E Widl and C-E Wulz and V Mossolov and N Shumeiko and J Suarez Gonzalez and Leonardo Benucci and L Ceard and EA De Wolf and X Janssen and T Maes and L Mucibello and S Ochesanu and B Roland and R Rougny and M Selvaggi and H Van Haevermaet and P Van Mechelen and N Van Remortel and Volker Adler and S Beauceron and S Blyweert and J D’Hondt and O Devroede and A Kalogeropoulos and J Maes and M Maes and S Tavernier and W Van Doninck and P Van Mulders and I Villella and EC Chabert and O Charaf and B Clerbaux and G De Lentdecker and V Dero and APR Gay and GH Ham-Mad and T Hreus and PE Marage and C Vander Velde and P Vanlaer and J Wickens and Silvia Costantini and M Grunewald and Benjamin Klein and Andrey Marinov and Dirk Ryckbosch and Filip Thyssen and Michael Tytgat and Lukas Vanelderen and Piet Verwilligen and S Walsh and Nikolaos Zaganidis and S Basegmez and G Bruno and J Caudron and J De Favereau De Jeneret and C Delaere and P Demin and D Favart and A Giammanco and G Grégoire and J Hollar and V Lemaitre and O Militaru and S Ovyn and D Pagano and A Pin and K Piotrzkowski and L Quertenmont and N Schul and N Beliy and T Caebergs and E Daubie and GA Alves and D De Jesus Damiao and ME Pol and MHG Souza and W Carvalho and EM Da Costa and C De Oliveira Martins and S Fonseca De Souza and L Mundim and H Nogima and V Oguri and JM Otalora Goicochea and WL Prado Da Silva and A Santoro and SM Silva Do Amaral and A Sznajder and F Torres Da Silva De Araujo and FA Dias and MAF Dias and TR Fernandez Perez Tomei and EM Gregores and F Marinho and SF Novaes and Sandra S Padula and N Darmenov and L Dimitrov and V Genchev and P Iaydjiev and S Piperov and M Rodozov and S Stoykova and G Sultanov and V Tcholakov and R Trayanov and I Vankov and M Dyulendarova and R Hadjiiska and V Kozhuharov and L Litov and E Marinova and M Mateev and B Pavlov and P Petkov and JG Bian and GM Chen,1285,6294397403621079548,Journal of High Energy Physics,9,91,Springer-Verlag,"Observation of long-range, near-side angular correlations in proton-proton collisions at the LHC",https://link.springer.com/content/pdf/10.1007/JHEP09(2010)091.pdf,2010,2010,/scholar?cites=6294397403621079548,q_wYjF8AAAAJ:J9pY9yJF5awC
7023,,R Barate and ALEPH collaboration and DELPHI Collaboration and L3 Collaboration and OPAL Collaboration,1276,10454438428697812450,Phys. Lett. B,,61,,LEP Working Group for Higgs boson searches,http://scholar.google.com/scholar?cluster=10454438428697812450&hl=en&oi=scholarr,565,2003,/scholar?cites=10454438428697812450,q_wYjF8AAAAJ:R3JqVFXIqpYC
7024,"DELPHI (DEtector with Lepton, Photon and Hadron Identification) is a detector for e+e− physics, designed to provide high granularity over a 4π solid angle, allowing an effective particle identification. It has been operating at the LEP (Large Electron-Positron) collider at CERN since 1989. This article reviews its performance.",Paulo Abreu and W Adam and T Adye and E Agasi and I Ajinenko and R Aleksan and GD Alekseev and R Alemany and PP Allport and S Almehed and SJ Alvsvaag and U Amaldi and S Amato and A Andreazza and ML Andrieux and P Antilogus and WD Apel and Y Arnoud and B Åsman and JE Augustin and A Augustinus and P Baillon and P Bambade and F Barao and R Barate and G Barbiellini and DY Bardin and A Baroncelli and O Barring and JA Barrio and W Bartl and MJ Bates and M Battaglia and M Baubillier and J Baudot and KH Becks and M Begalli and P Beilliere and Yu Belokopytov and AC Benvenuti and M Berggren and D Bertrand and Fabrizio Bianchi and M Bigi and MS Bilenky and P Billoir and D Bloch and M Blume and S Blyth and T Bolognese and M Bonesini and W Bonivento and PSL Booth and C Bosio and S Bosworth and O Botner and B Bouquet and C Bourdarios and TJV Bowcock and M Bozzo and P Branchini and KD Brand and T Brenke and RA Brenner and C Bricman and L Brillault and RCA Brown and P Bruckman and JM Brunet and L Bugge and T Buran and T Burgsmueller and P Buschmann and A Buys and S Cabrera and M Caccia and M Calvi and AJ Camacho Rozas and T Camporesi and V Canale and M Canepa and K Cankocak and F Cao and F Carena and P Carrilho and L Carroll and C Caso and MV Castillo Gimenez and A Cattai and FR Cavallo and L Cerrito and V Chabaud and Ph Charpentier and L Chaussard and J Chauveau and P Checchia and M Chen and R Chierici and P Chliapnikov and P Chochula and V Chorowicz and J Chudoba and V Cindro and P Collins and JL Contreras and R Contri and E Cortina and G Cosme and F Cossutti and HB Crawley and D Crennell and G Crosetti and J Cuevas Maestro and S Czellar and E Dahl-Jensen and J Dahm and B Dalmagne and M Dam and G Damgaard and PD Dauncey and M Davenport and W Da Silva and C Defoix and A Deghorain and G Della Ricca and P Delpierre and N Demaria and A De Angelis and W De Boer and S De Brabandere and C De Clercq and C De La Vaissiere and B De Lotto and A De Min and L De Paula and C De Saint-Jean and H Dijkstra and L Di Ciaccio and F Djama and J Dolbeau and M Donszelmann and K Doroba and M Dracos and J Drees and K-A Drees and M Dris and Y Dufour and F Dupont and D Edsall and R Ehret,1205,6981149604114773419,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",1-2,57-100,North-Holland,Performance of the DELPHI detector,https://www.sciencedirect.com/science/article/pii/0168900296004639,378,1996,/scholar?cites=6981149604114773419,q_wYjF8AAAAJ:afsF9h1fxg0C
7025,"Combined results are reported from searches for the standard model Higgs boson in proton–proton collisions at s= 7 TeV in five Higgs boson decay modes: γγ, bb, ττ, WW, and ZZ. The explored Higgs boson mass range is 110–600 GeV. The analysed data correspond to an integrated luminosity of 4.6–4.8 fb− 1. The expected excluded mass range in the absence of the standard model Higgs boson is 118–543 GeV at 95% CL. The observed results exclude the standard model Higgs boson in the mass range 127–600 GeV at 95% CL, and in the mass range 129–525 GeV at 99% CL. An excess of events above the expected standard model background is observed at the low end of the explored mass range making the observed limits weaker than expected in the absence of a signal. The largest excess, with a local significance of 3.1σ, is observed for a Higgs boson mass hypothesis of 124 GeV. The global significance …",Serguei Chatrchyan and V Khachatryan and AM Sirunyan and A Tumasyan and W Adam and T Bergauer and M Dragicevic and J Erö and C Fabjan and M Friedl and R Frühwirth and VM Ghete and J Hammer and M Hoch and N Hörmann and J Hrubec and M Jeitler and W Kiesenhofer and M Krammer and D Liko and I Mikulec and M Pernicka and B Rahbaran and C Rohringer and H Rohringer and R Schöfbeck and J Strauss and A Taurok and F Teischinger and P Wagner and W Waltenberger and G Walzel and E Widl and C-E Wulz and V Mossolov and N Shumeiko and J Suarez Gonzalez and S Bansal and Leonardo Benucci and Tom Cornelis and EA De Wolf and X Janssen and S Luyckx and T Maes and L Mucibello and S Ochesanu and B Roland and R Rougny and M Selvaggi and H Van Haevermaet and P Van Mechelen and A Van Spilbeeck and F Blekman and S Blyweert and J DʼHondt and R Gonzalez Suarez and A Kalogeropoulos and M Maes and A Olbrechts and W Van Doninck and P Van Mulders and GP Van Onsem and I Villella and O Charaf and B Clerbaux and G De Lentdecker and V Dero and APR Gay and GH Hammad and T Hreus and A Léonard and PE Marage and L Thomas and C Vander Velde and P Vanlaer and J Wickens,1185,10984039559992434115,Physics Letters B,1,26-48,North-Holland,Combined results of searches for the standard model Higgs boson in pp collisions at s= 7 TeV,https://www.sciencedirect.com/science/article/pii/S0370269312002055,710,2012,/scholar?cites=10984039559992434115,q_wYjF8AAAAJ:IxBLoz_EsGYC
7026,"The state-of-the-art techniques used in the CMS experiment at the CERN LHC for jet energy scale (JES) and jet energy resolution (JER) calibration are presented, based on a data sample corresponding to an integrated luminosity of 19.7 fb− 1 collected in proton-proton collisions at a center-of-mass energy of 8 TeV. Jets are the experimental signatures of energetic quarks and gluons produced in high-energy processes. Like all experimentally-reconstructed objects, jets need to be calibrated in order to have the correct energy scale: this is the aim of the jet energy corrections (JEC). The detailed understanding of both the energy scale and the transverse momentum resolution of the jets is of crucial importance for many physics analyses, and a leading component of their associated systematic uncertainties. Improvements made in understanding the JES in the recent years have resulted in very precise measurements …",Vardan Khachatryan and AM Sirunyan and A Tumasyan and W Adam and E Asilar and T Bergauer and J Brandstetter and E Brondolin and M Dragicevic and J Erö and M Flechl and M Friedl and R Frühwirth and VM Ghete and C Hartl and N Hörmann and J Hrubec and M Jeitler and V Knünz and A König and M Krammer and I Krätschmer and D Liko and T Matsushita and I Mikulec and D Rabady and B Rahbaran and H Rohringer and J Schieck and R Schöfbeck and J Strauss and W Treberer-Treberspurg and W Waltenberger and C-E Wulz and V Mossolov and N Shumeiko and J Suarez Gonzalez and S Alderweireldt and Tom Cornelis and EA De Wolf and X Janssen and A Knutsson and J Lauwers and S Luyckx and M Klundert and H Van Haevermaet and P Van Mechelen and N Van Remortel and A Van Spilbeeck and S Abu Zeid and F Blekman and J D'Hondt and N Daci and I De Bruyn and K Deroover and N Heracleous and J Keaveney and S Lowette and L Moreels and A Olbrechts and Q Python and D Strom and S Tavernier and W Van Doninck and P Van Mulders and GP Van Onsem and I Van Parijs and P Barria and H Brun and C Caillol and B Clerbaux and G De Lentdecker and G Fasanella and L Favart and A Grebenyuk,1142,3465952954994190190,Journal of Instrumentation,FERMILAB-PUB-16-310-CMS; CMS-JME-13-004;,,"Fermi National Accelerator Lab.(FNAL), Batavia, IL (United States); Lawrence Livermore National Lab.(LLNL), Livermore, CA (United States); Argonne National Lab.(ANL), Argonne, IL (United States)",Jet energy scale and resolution in the CMS experiment in pp collisions at 8 TeV,https://iopscience.iop.org/article/10.1088/1748-0221/12/02/P02014/meta,12,2017,/scholar?cites=3465952954994190190,q_wYjF8AAAAJ:sJK75vZXtG0C
